,Prix
74,20810
632,26480
1038,37950
746,15840
435,44620
54,40240
896,67180
1423,21020
1110,21380
1571,25700
1281,53220
930,21220
40,14830
933,27260
1554,58250
495,33900
54,13630
1329,36170
427,13400
771,15250
983,16440
865,44850
1125,20720
1480,20970
971,4330
1193,12820
430,22000
684,27600
1419,3870
475,41160
306,25970
555,32500
741,42690
312,21680
416,44820
848,24900
1455,32740
981,25280
743,37270
873,20210
1098,19030
670,31580
22,14490
608,17730
787,24130
815,26430
1158,25740
547,17120
791,18130
1540,30420
941,18270
1582,43070
766,23190
1407,27930
957,46390
1258,28500
226,36000
1346,19530
783,5480
84,43980
397,20040
570,18270
663,9330
118,25620
699,24820
1542,7650
319,19520
342,40630
288,33910
1062,22490
961,18700
599,19020
430,47480
1253,27580
1458,21400
1402,23180
163,29320
494,13730
355,24450
612,19420
1082,7720
169,30570
1439,15190
37,26900
1096,27880
1501,19120
216,25290
1131,14570
366,24580
115,16360
31,40680
538,26210
1173,49620
299,25840
1142,21290
846,35380
1514,8610
665,23410
1366,25010
239,27470
552,13720
101,24290
511,23540
624,7750
1426,2620
1291,9620
158,32190
1053,41190
351,22380
928,24130
1311,17830
1427,19980
815,51780
1054,6930
390,10100
86,45560
49,25600
165,12910
183,47940
1116,23520
185,31340
1467,17490
320,17170
611,36860
767,20280
95,30220
578,30960
105,29890
1437,22870
1147,29880
407,25130
709,26770
73,18860
995,26890
1406,31620
1193,4890
331,19820
440,66540
1202,28300
720,24580
1059,14370
982,16850
963,27800
1081,23790
334,28300
424,25430
310,17810
513,20550
1273,56570
1539,24270
960,45730
1209,31300
977,46390
1105,47780
661,18000
1561,21220
1522,35160
491,37170
4,45900
913,55660
1407,16390
417,33060
607,27580
1287,57360
1194,19370
804,13730
582,30400
559,17920
1519,11680
32,54270
1111,56130
591,20100
1177,13180
563,19420
837,36470
482,22990
832,58280
1401,18000
1327,24130
436,42160
1326,12960
1043,28330
1190,21230
1310,43250
1428,33620
168,50980
929,37510
1148,25620
1541,8450
1025,32480
1459,24540
1306,17640
955,18120
858,43420
582,24290
947,17730
928,42540
1416,15970
1152,8870
627,10430
1387,15360
840,7140
235,37260
1334,22870
459,20460
1464,28680
206,18120
510,13660
1021,33580
1089,34680
949,3410
758,18890
354,62280
997,34100
1343,6600
434,30760
541,24870
1421,17170
1397,27110
753,15580
399,63110
1310,13320
1163,22590
70,18960
1005,24820
1284,30980
540,21580
394,11880
254,16880
286,26950
1355,29880
1091,22970
1130,16940
1040,33740
182,32460
933,44550
1262,32430
1,18130
260,31990
185,18850
274,31980
67,72490
59,13320
309,16100
1476,17830
200,29230
1287,23380
74,13090
1563,32310
1550,14820
796,12430
333,35060
1277,9880
969,8520
456,43730
207,28500
1309,41680
1208,15730
1525,31310
491,13900
456,14160
1203,17650
1015,18240
1214,23600
1464,32470
1387,31010
1311,23720
1122,11950
1130,4490
734,9610
916,60160
749,14080
238,19300
399,10820
1292,35070
955,37180
801,23080
1286,41790
698,11180
1146,16680
42,33580
479,20990
965,38830
1591,10130
1360,11080
506,6860
364,16590
840,19230
578,49010
476,26860
1232,78640
311,39030
273,20440
316,13980
89,17770
1222,36140
1319,44750
697,19190
328,18280
1092,29480
114,27040
1499,32250
1342,21040
1206,17790
1221,46980
265,9740
799,18580
1065,15380
1233,29500
706,30030
717,13510
75,21070
677,28410
1556,28230
994,24930
1043,18870
1032,14740
1255,16290
1062,28090
1425,28900
306,12170
1139,22210
1138,41380
1183,10040
901,29390
793,79910
1373,13630
477,12290
16,28500
1466,34590
1016,18170
1121,44690
643,13180
549,22230
1304,55610
946,29370
1346,39980
1372,25860
158,29730
856,13870
878,52680
1255,255730
968,27230
841,34120
1188,28200
121,43030
688,18790
1335,25830
172,18890
789,18280
1373,20860
444,56040
373,16740
569,30500
1563,20220
872,16030
1425,19660
1293,33880
500,26210
148,24490
811,18550
530,12300
1140,21940
1024,8780
1449,27060
723,15570
66,16660
285,16480
91,10590
1424,29250
1428,35650
263,49100
706,13470
1319,14960
81,38300
432,31240
1281,28500
99,23070
1030,14040
1456,21330
116,27260
371,13630
1507,10240
784,17380
779,17060
219,26890
1060,49490
734,28170
1572,89770
170,36250
1043,25870
620,15230
381,25050
644,21060
1487,14350
811,42920
1421,24130
248,19690
1049,6940
513,28600
170,12290
1505,21640
441,12750
288,33120
710,37740
789,10620
486,47860
851,14860
814,33910
862,22680
326,22780
131,30780
1252,24480
225,25670
350,12290
485,27730
490,20090
1289,63210
754,29410
1153,12750
1459,66480
1204,8240
1542,18180
873,8190
413,3220
1406,16390
342,19950
232,17970
658,31730
814,67180
1049,14610
76,32740
891,27040
379,28700
1411,11860
269,22730
1494,9600
506,34960
591,21810
1148,16220
1226,22590
304,43270
1224,22660
1348,18910
890,34370
140,38770
228,21040
1357,11080
511,22670
532,53230
207,32750
1092,37380
226,24730
870,24050
1026,22920
952,23620
34,7260
1015,38730
778,49980
437,29140
49,24380
948,28600
1506,16220
1343,9150
514,39310
358,15120
1390,12630
799,15710
214,34480
909,45730
1349,25270
1131,40680
1448,16220
97,19080
1182,6190
1085,20110
864,31820
1536,25710
1244,23580
876,32370
1170,22780
617,8030
1045,4660
869,6940
1097,43300
1431,22180
477,11680
610,14410
926,16920
1183,26210
141,22920
556,17830
954,37440
1008,5680
32,24090
509,5230
114,31880
1221,44280
965,21480
647,30300
481,26200
722,17370
240,41960
1024,18810
1211,13290
966,16670
699,51230
1013,26820
1537,7440
117,31700
1300,20970
145,25600
1187,5250
803,29050
356,12060
879,15380
267,36030
455,22550
1313,7410
882,17580
1416,10190
758,21260
1086,23570
347,13910
449,2820
1223,20140
787,21440
718,38820
88,37150
11,74870
868,14790
869,15110
254,12370
199,19690
1359,66670
1002,18870
911,28600
1411,4260
1166,13250
155,26860
1229,29720
1312,39570
985,37440
1246,17820
1347,23740
673,27580
35,31560
1401,22340
1026,18890
1557,44000
390,4140
930,27960
1556,28390
1110,19420
712,27540
1418,13660
1037,11680
336,48380
1170,41880
1151,22380
1192,31560
871,27040
1056,23580
18,16180
915,27630
13,35670
1251,29120
415,12380
1321,37470
763,18810
1473,33480
1199,27180
1423,11060
938,9040
212,49480
26,16780
323,18740
740,45010
1140,21580
715,15570
1468,33480
166,30670
1408,20980
932,22450
55,16590
1037,23480
1383,28300
58,11960
650,47010
17,30460
826,34120
575,41870
360,39340
737,13320
327,33420
352,18600
972,12270
1118,31240
1074,28990
1566,12420
1516,15740
1545,27490
291,13780
373,33620
1492,12450
72,28060
1330,13630
125,35320
974,22740
1479,18270
786,41190
1214,15060
1333,11640
927,22390
150,12180
1338,32560
874,12940
312,49540
873,17680
1084,25620
1379,31570
195,4440
1409,36460
598,36510
1048,15840
121,21640
427,14860
1063,34910
284,17100
580,39240
1493,21400
556,89530
1398,22860
247,19190
592,30490
1363,16780
398,35060
1266,43300
851,35280
1502,74980
1246,23120
830,34310
339,25970
877,54860
10,30120
1293,15380
1481,16090
175,17920
774,7750
263,13230
1503,9600
497,31780
735,35980
399,20000
512,27800
775,33880
1528,77570
428,32980
710,8240
510,27800
209,22010
690,2310
103,21760
1221,41760
126,24950
1465,21260
1202,19010
230,37800
1431,12990
1214,18300
939,31730
528,31520
1378,21670
1298,54370
204,23350
187,34780
1430,31900
658,24850
1362,25710
1492,17740
341,10360
1137,34900
1332,17740
1431,27800
1275,7350
744,17320
890,26730
1038,12230
10,43180
1517,15060
1075,14960
598,45660
846,28480
1300,56180
621,36150
1381,42580
633,9580
1346,56180
1565,46530
401,20040
1398,9520
401,20330
1113,22020
903,35480
962,12700
1140,49220
1389,13110
833,34160
247,25710
1441,39250
662,15600
45,7340
1382,20110
1318,7300
1346,22660
522,20720
634,33210
1166,15510
262,14510
1197,13290
808,31180
76,21810
758,34130
51,17950
1093,36770
1006,41320
92,19140
119,17380
1565,39910
1262,17550
40,24840
75,29630
1439,31040
747,13730
1273,7130
168,12410
504,25840
389,22960
195,25090
529,33910
632,28600
606,21950
754,9300
1123,41870
844,25600
822,26590
1056,15520
180,19070
931,13870
1215,37930
1094,24050
1406,12410
776,28060
1005,31990
1262,34420
1007,15660
490,39360
1356,38840
1395,13540
1496,32190
866,14860
1369,16410
1487,27800
589,39970
1100,17080
602,28130
1225,17030
741,16030
853,23110
975,23960
388,7960
410,26310
1002,26950
523,13970
603,19060
290,24500
218,27270
1543,5920
1260,18750
246,26970
345,38010
1578,51280
346,47950
738,21440
1445,21710
75,14220
1264,24500
1072,8220
365,9770
932,22020
649,22870
25,16870
396,7950
272,29130
97,17970
1377,9150
680,36460
166,23630
1210,21220
1297,31250
526,41980
194,33280
1116,18970
398,29660
1276,10580
1100,21640
992,36840
1056,9880
618,44860
105,17430
1135,13310
316,72470
471,45110
1474,13540
1283,43300
1565,13900
1140,13680
910,45970
508,13110
403,41380
920,11100
1326,36340
1579,32080
718,20610
571,36550
1013,21210
723,22780
810,32840
1441,38420
854,29340
508,11220
1380,11840
460,4260
1469,15580
1009,11090
679,31580
13,29730
1194,34270
585,19480
246,19980
1299,12380
310,9430
66,20040
1366,12300
1219,33620
91,18240
1022,16140
1200,25810
383,26450
1144,14290
193,28610
1024,8380
818,15490
177,39360
1342,17200
684,32730
706,17440
898,6410
646,10980
461,10700
1488,68180
132,15320
1217,29880
771,26620
1217,22780
517,44570
707,20220
295,28490
837,24810
649,33060
1187,28550
877,33340
221,24500
1288,26820
1476,21410
437,80380
902,29290
57,38590
1067,16260
335,61420
737,14140
752,6030
730,15520
704,20280
992,49040
788,50470
1369,32740
130,44010
398,13640
629,19360
80,16780
809,29880
1263,22740
400,9150
149,30730
695,28550
47,49480
238,32260
65,14730
385,79580
600,17080
1103,24000
546,34140
1005,49260
768,16720
1123,22980
833,18830
1357,31850
853,24130
912,36390
648,27820
647,10500
503,48940
1295,51280
330,5070
1550,9430
1224,31030
1389,15570
560,18300
1276,33580
780,11530
1370,13860
685,6880
544,2180
685,38640
230,35380
854,47870
1418,13060
1084,15190
1328,14560
313,47950
413,82400
1519,28730
822,37690
97,16370
496,33330
1303,15730
1460,21160
1508,9880
351,29380
1132,29210
1459,28370
1057,28600
1527,50750
952,25600
360,12390
667,31340
181,29140
1063,17580
72,16480
1066,387940
1527,17100
192,20150
492,19310
1369,18380
1395,47190
74,21490
1179,42530
167,22020
1531,41660
756,19360
914,23300
962,16930
187,39300
906,94840
1400,29250
1529,24060
964,29940
1369,6760
1091,31480
1047,14980
344,36880
416,7820
1593,12490
792,52370
400,17160
29,73670
1546,7800
442,14500
1409,15000
945,20140
1330,7890
199,34470
1520,39250
702,11550
765,17740
79,27430
694,36340
945,16640
1145,23820
306,33860
341,32050
41,21350
322,17090
690,14730
62,50800
1464,3830
1577,31470
437,13540
1422,10900
325,26310
1353,31870
864,39980
1027,17080
659,29560
1575,27800
448,28070
912,19550
1104,23770
634,26070
1455,19500
107,17830
75,70830
836,32410
1014,27230
551,36980
900,55780
1370,18340
834,51430
1294,68180
0,16120
1141,14110
932,9430
461,36230
887,25370
1062,29580
93,42820
736,11530
1254,26160
787,49590
756,18910
245,28130
609,15580
256,15480
716,43170
909,18740
1385,36220
509,18640
653,41010
528,36280
486,30800
819,14610
877,36270
1163,4870
409,27810
1155,26860
433,33810
61,11950
615,26650
1555,15450
1071,21980
1362,33770
1270,30490
590,31160
183,28840
1337,33930
1010,21000
667,12200
1393,18380
527,22010
61,23540
648,16720
409,13300
369,33180
1492,45040
756,18170
856,13990
794,6720
1129,13290
140,11170
382,47850
241,29450
49,14500
1515,21760
1484,27100
216,63710
1499,12740
1430,8030
628,28030
946,45990
815,32840
696,17100
51,23980
1499,47440
993,42140
631,32130
705,18340
852,19820
589,15100
1445,49090
154,25510
1160,20310
258,22680
579,25600
131,36270
533,34700
561,44780
1381,13550
676,14570
518,24040
1171,17460
989,12510
219,9880
355,43270
1427,35000
1589,47140
1552,16950
520,20550
112,14370
996,47050
1240,41230
77,17080
244,18170
1096,15850
1114,24080
443,31780
1045,25810
45,21440
942,11050
816,28870
826,18190
315,23030
386,5680
565,14320
855,33530
1173,24780
633,20520
1447,32110
683,18780
332,14480
452,43650
537,17910
694,23590
741,30030
418,29140
580,25680
1287,23920
241,42700
1151,11860
1477,31340
217,36190
253,14980
878,6540
197,27050
533,16570
1228,11780
470,34140
213,13690
1003,17570
603,12070
1382,22240
575,17220
747,19200
1302,28580
1277,58410
550,12280
59,27570
1175,32830
848,31780
262,25400
581,44080
189,21810
461,39430
686,58170
305,25530
1128,3940
111,37160
562,19190
796,12370
941,4850
96,41040
76,41840
368,8020
1456,22920
1029,28330
258,12430
171,42770
974,8610
1216,31780
175,22990
1295,11640
611,37420
171,42350
1309,22990
122,16500
604,62950
904,13220
584,14150
1577,7870
446,22210
958,26980
1185,48030
1564,35950
233,32700
352,40610
239,34490
588,26650
1557,30760
782,28110
567,12510
232,14140
1595,14750
1270,23080
1328,14960
973,23620
408,25070
347,29330
475,36880
267,28940
637,16080
1578,49220
1084,30920
108,20580
947,29880
636,26820
1411,20610
888,67180
757,16950
436,26200
114,19050
238,37930
604,22410
131,19750
1168,11640
1500,30660
1584,57320
1025,32080
1505,32110
308,36590
115,24890
748,33460
769,17580
204,25390
1223,34980
254,14150
1251,13440
317,43290
95,31620
311,57880
1212,25810
329,52620
139,43120
1226,35530
1108,27870
937,23080
1312,17970
41,23400
835,54470
1532,14000
63,22210
133,39550
308,32050
1281,24500
183,20980
274,19720
1446,44150
119,18760
1549,8640
1345,16930
248,17160
134,35530
904,5330
26,105980
88,11740
978,23550
1026,14800
162,24250
531,28230
662,44980
627,28760
1027,12630
1096,12330
362,12410
948,16630
1141,26600
1352,19880
1180,23730
1044,17570
348,21680
820,47250
1271,40950
857,41160
690,28410
737,11030
798,7810
474,29750
623,34420
561,11610
613,33910
1161,18320
1585,10680
1362,20460
377,17290
566,15150
1067,34140
670,30340
357,29020
864,41640
1588,16660
622,42370
1415,16930
755,40670
120,25850
268,7420
1235,26730
1095,33920
153,16490
1597,18620
738,33450
773,31700
897,16620
1543,24980
203,43830
1042,48890
1181,45630
104,26480
370,43270
572,14430
329,21140
860,18460
840,20500
1464,26700
560,18430
449,25810
1567,22720
631,46200
1450,30660
279,22740
395,18750
1433,31100
813,33900
250,8760
223,23000
344,55480
569,25050
1086,27800
976,22420
1391,6180
897,25620
230,18110
914,23880
1510,44380
793,26990
966,4110
1310,13580
90,21460
1187,28230
507,6800
1581,13130
1551,30920
1394,20720
483,28870
96,46200
509,40100
566,20710
1398,13110
1264,15970
1555,12940
314,37480
1101,51460
1421,8940
939,12280
152,15910
117,29890
404,28980
1351,31770
703,11970
481,18110
1447,42100
1513,29850
780,52980
727,31990
297,18290
1573,10780
893,17680
652,54500
1188,34480
974,15150
1076,22740
657,39780
1035,24560
1594,19980
405,25050
1300,26020
1308,59020
1195,7480
1070,29120
208,45630
981,36490
1495,12480
520,16510
659,16720
1282,42920
907,5140
298,24070
967,18220
1279,13630
85,59930
1103,31030
1101,22680
832,63490
1429,46380
818,34200
1249,18740
117,28980
1194,45980
1389,31010
975,6180
867,39580
585,58530
1267,15230
480,27130
526,15090
380,102790
1234,14460
700,23640
1207,18300
723,23170
732,14310
1480,19060
544,27120
1247,57210
281,80830
1232,17900
600,23540
1431,19930
1388,11980
490,51680
1279,17550
716,5530
397,9420
343,33900
58,23160
1277,21060
1344,13530
962,23840
184,17380
336,13420
1497,9880
1360,16630
626,36730
561,33770
364,30490
135,18680
1121,35150
166,23500
1239,2650
1185,34290
1028,17330
1297,3140
1578,9430
26,32040
1134,27810
1245,29380
1517,14000
133,14190
472,33620
582,20500
493,10610
496,14970
1342,16800
1409,14020
1483,22660
610,21640
1233,12520
1261,26480
66,49240
1155,33040
806,76550
1256,25190
1295,33880
1232,30610
199,59380
1482,112990
1593,24360
1476,29130
1177,27130
220,22440
700,18400
729,11880
953,60160
601,10880
1556,10560
209,22780
1328,14850
581,30730
374,14130
902,19230
410,52240
962,28600
1428,10590
1085,16220
554,12180
1148,9530
1348,18130
809,24760
1321,47980
723,21160
2,30510
1309,5950
1126,33810
34,31410
751,41460
1532,45560
230,22010
13,15370
40,44140
1572,24970
520,52900
1402,19620
315,15880
1407,10270
1272,47060
944,11380
1317,31570
500,40130
128,26890
986,21330
130,38010
1561,9070
831,28470
1186,15600
193,34730
616,6310
989,21230
1219,17080
629,30510
1111,22020
1038,41020
763,38960
1327,30780
140,17820
469,20990
439,13670
783,22810
772,23200
1563,37930
1529,14280
381,7410
773,25180
419,25080
1170,31810
126,23710
552,12740
1067,17580
404,16510
687,23860
651,4520
862,44850
1276,17820
717,15170
897,34490
1095,27970
1169,17110
317,43980
1036,26230
278,33080
328,39990
367,9980
646,19180
392,5480
1338,39390
508,7480
1426,19650
1582,11420
672,19530
656,29100
138,13860
51,5830
372,12290
734,18850
172,23860
609,22950
1257,9260
1054,104410
1568,29410
1482,33200
639,13550
1509,28160
1161,30170
1104,26760
1410,18860
1507,40920
308,14610
15,54030
90,10870
1536,12290
1052,17830
1138,26530
1224,49700
143,48730
1269,27490
886,18340
516,20770
1022,28900
66,40430
624,45080
278,22990
362,31740
266,11880
919,36190
350,25400
227,19110
451,44380
492,27230
432,23100
257,72200
222,36000
164,43980
1542,25280
268,14260
202,45630
921,15140
390,56120
205,15170
41,20330
1578,15430
768,15510
592,26520
176,28230
735,13730
101,45580
945,8400
645,22890
1429,13060
301,20780
923,12500
1237,26020
696,18780
918,29290
682,18170
1374,14860
645,41690
1023,23710
307,17900
15,14600
151,29230
240,18120
1394,32810
1333,19780
726,25070
1320,46930
1107,19200
994,48810
220,10810
979,80980
1167,40680
167,21710
1298,14720
917,21920
1243,14410
174,18780
1058,16920
450,28620
1112,41020
625,37050
1215,49360
307,25840
1415,22560
1105,31990
33,16240
353,26650
955,29410
661,27540
401,19860
1333,44130
719,33910
813,39180
59,33460
560,31150
541,20210
402,37320
1376,16640
1533,17630
898,26480
1444,17700
1182,18320
654,41780
1097,13900
54,8460
623,81120
566,38400
1543,21260
330,26210
181,19330
97,46990
179,23340
181,25400
48,11800
190,40680
426,24130
38,16870
497,29480
339,29000
1136,23650
736,26440
747,15580
1436,21260
200,45930
1489,19240
845,20720
35,25300
500,25120
1282,35070
1349,13620
190,19960
507,32770
180,24840
389,44160
1560,15970
743,19860
182,26430
45,42000
1086,35580
1387,20890
180,45200
1059,19570
1156,30420
605,31530
1097,83350
882,14020
930,31900
657,26060
67,14470
517,25280
1091,17650
526,18270
137,68430
1150,13420
808,18510
1443,26330
1436,14270
132,15690
728,15060
1281,16410
632,39880
764,62520
1467,31790
669,19530
211,50980
83,70830
1458,52870
1539,7000
39,26510
474,8300
1028,33740
1053,28780
901,21920
633,29360
1260,34000
1528,11150
702,24620
407,82570
291,29300
1292,24950
1451,31340
484,28300
935,18460
733,28230
386,26190
674,12150
684,24790
158,17830
866,37590
898,32420
25,31470
1560,12900
1216,29560
1218,20500
1461,24160
1358,19260
120,25940
48,28580
1025,23430
1119,17470
1207,21630
533,34200
58,39340
1463,33100
785,13180
1174,15640
1375,17580
650,26440
315,43800
948,38370
1535,77570
457,8400
1575,20220
771,7750
1438,13290
992,82470
1255,23970
1272,20310
1545,10560
535,37160
210,42430
1461,36340
1151,19770
923,30780
100,37470
1501,21450
779,21220
1372,33270
1564,21180
1168,34420
1107,11950
221,20850
123,29500
771,19260
703,14870
1560,18430
384,18310
49,35820
222,26020
946,45730
23,20500
806,14870
884,7870
302,17420
227,26540
86,17540
261,20460
619,13180
327,14950
302,124870
1241,55220
1154,25810
330,26790
589,22810
95,78630
1197,22360
610,6360
205,23580
748,23970
1402,13620
150,15530
313,23710
35,36040
1419,9760
800,51020
1403,26760
995,40980
676,30070
752,22220
886,25400
403,17880
1174,15100
1132,13020
634,26370
441,18670
160,31690
1350,49860
548,36250
1477,28370
81,14020
1142,25860
376,65890
497,12520
620,22570
1119,9180
304,38620
888,6080
1275,23100
445,30640
783,17080
1294,36340
542,15010
713,16920
463,21280
743,15190
1343,14530
846,41070
294,38700
1113,14070
577,12810
41,23980
9,15980
405,18580
1386,21630
305,15200
1343,90610
1449,19290
495,15830
444,20720
1501,10690
875,20970
138,27230
1269,29380
1018,19020
442,48480
1457,30160
1076,2360
225,23580
315,20890
93,26430
936,25240
407,16820
153,26730
340,36210
137,12580
1118,10870
434,40180
715,32640
1156,28300
858,18060
21,38380
1013,29570
1379,8910
677,32750
1347,7330
118,38650
692,22280
1562,22250
459,32010
1027,21180
1493,15800
574,9130
1413,10580
818,15800
859,21630
1300,28070
26,28720
296,13050
1078,26140
1201,26860
498,60300
1451,24380
23,33300
60,26660
81,19860
896,27390
1144,19660
327,38660
1060,40240
885,27390
939,29370
1390,6640
441,22120
354,16180
1423,4820
913,13220
1146,35010
905,7780
974,80980
1082,16210
270,24660
1408,10270
1020,25710
855,31900
476,16400
1023,17860
1099,16220
1408,26230
1229,14140
1052,26490
296,35480
828,33900
1318,16930
1243,35530
187,10330
510,24050
1365,27020
1559,6950
204,33480
1448,29390
730,29400
77,41150
1228,21820
775,22810
1175,17740
964,48420
500,13900
568,21640
1366,29760
1041,27540
1575,7300
1094,21230
114,23070
1408,33490
1284,24070
1593,12060
874,29620
177,14430
954,10510
73,23180
1585,16780
19,11780
480,45580
664,20820
1293,33580
842,28490
929,35860
404,12410
1282,44120
1071,11510
556,19190
103,14360
535,28620
591,45980
483,40560
6,9600
213,27110
1220,10880
662,30920
767,16360
586,22490
1238,33730
1178,21150
405,16470
1374,16400
642,20720
1355,14040
1541,11050
287,31330
973,28670
1338,32830
1190,18990
116,25720
247,10480
612,22210
944,20220
43,29630
1146,40900
519,34870
748,21350
135,38390
1171,19580
680,30910
1531,51440
894,60480
1388,99070
1412,14730
1197,10540
1090,22470
1265,21960
30,17280
1576,47840
867,27160
666,25390
1548,18860
56,33300
650,13310
199,24780
253,20030
1025,16230
50,22530
653,22360
1385,18850
1318,37640
273,15620
1354,19500
683,21060
812,11640
993,16340
602,5980
305,27800
1234,37150
1019,16110
1379,20860
1459,17080
578,16040
440,20720
311,23770
226,18120
925,36270
1465,49800
1485,15800
357,6870
880,31460
630,31730
148,20110
972,45220
1491,32220
1538,17530
473,29800
1191,38010
236,36460
1019,15210
1442,30990
1266,69580
496,13750
466,2590
1231,22480
198,21870
112,24180
1071,12940
417,14860
760,9060
1472,10510
226,20420
375,27810
109,13890
1004,39630
1432,27900
1189,12790
395,10200
817,57530
1050,17120
391,34130
1452,7320
141,24820
232,13790
665,12150
119,17100
1178,47400
320,25810
1345,52150
1210,16780
1314,15720
1524,21060
196,49700
963,20140
1206,37830
1102,56520
852,27580
616,17740
707,39220
611,38330
179,59830
223,20260
599,16480
605,33580
1226,18340
892,27180
1250,32740
699,15830
1506,70440
782,12080
1076,27900
709,73650
19,38730
1050,90700
1043,22370
0,27980
979,38370
1567,25180
858,19590
1514,35320
1166,15640
968,6180
65,18340
33,30920
1581,42700
453,21230
1234,44990
373,22560
206,49960
1483,55670
146,32180
436,27820
1436,50490
181,18170
1011,57700
916,24870
162,26550
1507,3250
424,11980
991,6930
1157,19930
1564,17530
527,45580
274,12740
69,67850
540,20780
781,18450
454,5610
684,13660
296,20940
795,82390
982,27810
631,26530
1296,18000
1359,12870
986,21060
1479,68180
413,24820
1112,27730
790,19410
1468,16690
930,22390
473,20400
1485,37500
1576,28330
24,15330
335,24270
1375,8830
710,35610
971,19870
1350,62410
243,25400
814,14610
777,45200
847,28320
1421,20470
110,31330
60,31300
354,6460
1543,15600
819,24170
957,14360
879,14060
1371,16630
579,18020
1169,29380
1073,34090
534,23860
630,22410
1242,27260
1009,26820
144,13860
779,17080
232,10290
1118,20140
1326,31850
658,19830
219,29170
86,4790
47,29000
658,10500
795,38610
1590,14750
871,20690
1331,14240
1119,12750
1525,13230
470,16720
145,25050
202,48940
1109,25630
774,14360
435,2820
1067,17830
1324,17640
725,34850
479,38290
1406,11080
392,83880
742,11960
745,26560
526,21180
1090,64840
1354,23960
920,13900
1013,44440
1175,17900
1102,15190
16,16090
1505,11110
387,38970
673,31340
319,26900
681,36340
1266,8380
817,29920
1534,46320
1090,18430
1501,43850
751,26050
570,26100
843,41160
1296,16720
386,55340
1391,20690
1125,38110
1285,18630
1453,10880
766,24450
963,16120
747,39200
412,7000
62,22120
558,37100
565,36360
1000,27820
1057,56980
819,96660
1029,34780
1042,16220
979,10510
493,32770
1213,40580
1155,19360
961,18540
784,32920
1429,47080
483,34480
1488,27480
218,7480
1230,14180
1072,46180
1304,8450
60,18510
601,46780
71,29940
344,19510
1463,38420
977,22560
1328,30250
554,69580
1537,45580
920,17860
1374,27800
280,17680
1320,9840
77,36170
763,48370
1413,41180
1086,13840
1502,21400
506,35380
1248,22610
281,14610
1496,13510
761,18530
449,6700
599,9860
1278,14980
454,5830
984,9040
1488,31700
886,34380
492,21400
525,34980
1558,17530
259,17680
106,39180
52,21020
408,13530
1165,28090
701,10980
919,25060
1093,33290
1046,43390
1157,35080
1452,34780
1225,22210
443,24980
1163,54930
1053,48130
87,33280
614,10810
227,24000
1491,37830
550,28860
1533,36700
46,35000
126,23740
485,30830
877,14620
534,23580
878,8620
103,23840
1305,28850
1198,5330
151,18680
1129,69400
967,33230
1527,23560
941,11480
573,23180
390,7410
157,36230
255,13620
1351,17420
233,12480
