,Prix
1507,26130
513,27940
1084,35670
1526,25570
643,15870
560,48720
311,61340
934,24070
1187,12870
234,27510
692,21380
1134,21160
30,26730
1219,25420
131,93040
15,8520
1310,19600
364,24060
844,15720
565,20550
465,32290
1193,43360
298,14610
697,34490
320,29720
74,16150
1192,68320
1089,18850
688,9340
319,17080
742,5400
118,20360
1526,35090
1346,11640
1414,15350
1066,24400
424,20770
797,13070
1084,17470
1249,23960
1243,18460
1432,11760
96,24660
1472,22940
1549,40620
938,25780
1061,36750
112,23730
1272,24160
1587,47960
1423,32600
390,42790
1164,57710
65,38880
1058,21980
1268,17380
215,31720
1151,25650
466,20610
1190,40490
1422,20980
999,24070
489,23920
629,13440
534,16270
53,16600
1048,37960
1367,32640
1390,21640
155,22180
851,2730
1149,33590
1461,21210
524,21050
692,17280
523,29340
100,33370
683,21380
1357,16560
1036,12960
788,7400
864,8170
1223,33880
372,18410
555,30020
944,22130
692,18830
1428,5370
204,19520
684,18830
839,15610
828,14390
143,60390
1165,44090
1027,41430
1472,21060
996,13710
88,21360
988,9430
113,13780
737,34880
270,39400
115,32920
288,17730
1185,16800
120,28730
773,27810
81,31140
1034,289980
1482,26210
120,22590
370,22700
1533,26190
787,17660
1112,55320
122,8480
849,46070
1042,28540
391,42440
1057,21290
640,21180
376,62100
659,9430
1093,12400
825,31060
1421,20980
257,20550
1064,11270
518,12580
177,15580
427,20860
434,14880
1174,14520
717,3560
749,33030
794,32310
365,52940
832,30720
875,32460
314,28270
111,26200
1106,34180
224,78740
342,27100
492,11220
490,13510
1241,24000
1529,31180
902,1890
1460,102450
1444,10660
1534,16660
877,11680
411,13560
381,20500
791,66570
239,10050
1055,13730
1406,37450
423,20890
200,34200
1398,15690
83,21220
900,17710
816,30730
471,16080
1160,22280
1159,22030
596,29870
341,28740
847,18170
948,29530
1433,27580
275,29100
1429,17060
941,5660
240,7680
902,35060
554,15440
1042,9100
1224,13290
1570,14150
781,17640
1375,27010
305,14010
113,26080
1127,22160
1239,28740
1089,28620
794,11780
808,4680
1421,14550
233,22000
1307,21540
514,14520
799,44750
214,22150
1113,28200
353,82020
1392,10960
1214,23680
970,7420
18,10520
173,22780
1111,30920
135,42910
56,26980
445,25970
1532,28630
700,46230
498,22140
358,24840
1132,33850
128,26600
294,53800
918,39030
1297,13500
974,39850
1471,32040
81,19560
1023,49000
1088,11320
784,2800
1521,18300
1260,13620
887,26480
1169,16800
612,36950
1545,37180
1331,26410
1043,15900
575,22560
479,36360
627,17080
908,13770
1140,41230
121,33900
542,26380
37,27730
1366,29200
32,1630
512,14820
928,19040
1071,11140
447,80380
646,24360
1583,13630
721,11780
238,22980
1010,23380
1226,22660
985,5270
482,29500
1029,9300
1336,4620
121,15090
1305,18220
582,22720
1180,42420
1207,48940
1324,43420
1263,26890
1065,21500
458,18120
1316,17080
893,10410
1420,15860
481,21870
483,39660
791,9740
452,17200
1238,19870
809,27230
229,12190
1275,17680
0,93100
56,23850
1277,29230
263,17900
184,21160
1362,29980
984,15510
1025,16460
1456,5610
1153,24740
146,72320
890,14310
900,34160
720,24870
1245,18880
1369,21640
1063,5690
427,20750
1401,37430
797,10720
1550,25680
388,23300
949,13420
722,21400
737,21760
709,17250
1194,16780
1051,4400
327,16080
1195,39910
65,25860
1583,16950
861,30230
1074,11550
865,14150
267,24890
12,12460
1267,22180
1037,20880
1195,11580
1275,12980
1500,13790
1084,32980
1426,19330
937,21040
1483,24610
411,15880
894,28500
743,50800
545,21050
683,9430
1188,14140
538,42720
1413,19820
877,19060
971,25570
1040,49580
339,40460
1211,14610
635,40900
35,26230
928,35070
544,16350
361,30360
593,16180
315,37900
353,13300
168,56420
1373,23620
1021,20700
1514,31300
1265,6430
1226,22220
294,2610
386,28240
1520,35180
1316,7230
197,23280
105,33370
50,27880
1220,4670
1589,42420
166,12630
1143,27750
358,6200
159,15100
1340,51480
818,23500
867,29620
885,7300
806,49860
1397,33680
188,43010
1430,26890
609,25810
1053,35060
126,30140
425,32920
1071,26100
206,32430
567,26820
711,16120
638,7420
1397,13190
612,55570
562,17540
1312,28680
392,14260
1374,4860
708,22890
1411,2800
1262,21990
842,45980
330,28730
358,30070
1587,31680
457,6160
1327,7860
165,22000
1523,17120
250,20320
829,24060
1560,13050
741,53570
1173,26160
318,32580
793,12970
1528,48170
19,18710
371,27530
515,53620
216,19020
685,19240
88,29910
1237,13570
551,16180
1460,3160
1199,21300
220,19180
1552,43750
1168,29100
957,21190
1543,26730
1396,26890
1301,41180
211,39860
180,40560
1243,50490
743,21600
1223,35620
1375,51220
780,82660
1125,19050
1463,15930
1063,49590
364,22180
748,10150
903,16050
1022,22940
874,30490
1541,43420
1435,4810
598,27730
949,19170
683,20570
636,29660
1072,53300
1507,28980
1348,45060
360,23980
466,15880
399,23580
1273,16480
917,28480
980,22860
1373,28780
1222,8760
845,54200
239,15240
1464,13080
653,32910
50,47950
1401,63760
1351,43310
1350,26230
528,20430
650,21980
1120,27680
249,31320
1214,19620
825,30720
97,34860
768,22230
40,32460
1300,5780
1023,32940
75,21180
1519,20690
1095,90450
1469,13660
27,21070
64,44820
446,22120
1135,36330
1415,13230
1333,36500
505,13450
387,12740
1021,33240
78,30140
652,16360
592,34100
715,28500
368,30980
860,8460
840,16940
1064,20550
1023,302370
933,20670
1169,27060
634,8110
1426,39060
794,6640
917,43290
747,3070
1024,8880
478,15520
153,16320
1495,18220
1501,44820
870,16540
1388,17120
1449,20940
546,17580
1183,17200
108,33610
1240,16470
759,23150
855,14290
986,25570
382,25810
408,21330
1003,39070
1332,17060
589,36860
268,26380
209,26310
17,23180
1278,26860
1358,20460
70,26760
1359,17250
339,28980
1053,33190
1469,30550
82,21640
784,20760
1256,48490
1271,14560
951,12530
524,47860
43,10430
27,51480
259,35030
104,15150
155,38050
653,57510
144,26380
1066,54170
1136,38450
1416,51730
187,29380
1139,30920
358,12090
1276,27440
1110,9020
1167,26000
1463,21420
1195,28260
125,13500
583,21990
461,21190
1314,45480
1283,18580
1004,15680
1097,32750
855,28510
466,37080
1102,34780
920,29140
1326,43310
787,27480
718,39580
556,21230
434,31230
722,19940
827,25860
464,17710
867,25860
363,98650
1300,34700
1511,14980
1561,23350
608,60580
669,32910
1029,33190
1211,30680
598,16220
255,17900
180,46270
310,12820
54,27340
1173,23850
98,46380
1027,19500
1372,16930
458,19710
1169,16590
168,20370
669,19340
841,11270
214,9900
1364,17930
706,11640
702,39800
899,37680
631,28980
464,7760
1516,39940
693,33820
1215,8810
789,5290
1043,31860
1308,27350
1299,38870
298,11730
855,22770
649,20720
152,15610
887,8170
212,16430
1509,22450
719,27660
445,12740
916,25400
181,17810
1076,10680
541,27710
755,10690
1411,37690
730,4620
713,11080
1221,34450
1344,18480
767,34100
133,10670
395,20650
596,44920
64,29740
832,16360
403,79500
21,31050
147,11580
706,15940
562,14020
1188,31860
74,30610
44,29410
1087,19020
654,24200
510,29130
949,21810
778,29000
999,20500
851,28320
1376,15220
869,5560
857,32920
647,25900
632,26140
504,29630
431,27810
332,19410
1575,40720
1233,49030
303,36270
546,29020
1227,36290
790,22180
1412,15660
679,35140
556,13780
688,89300
205,34750
867,54200
432,27810
1099,14800
1349,36610
300,18600
579,17000
1543,14110
40,11910
119,19820
454,34630
136,18850
1480,32070
343,19620
475,37990
1132,58520
1416,36700
1076,6830
1527,40000
952,10200
945,22090
1448,6640
723,20760
1072,5370
80,8830
1074,40310
886,34910
199,39660
451,59980
1389,36940
366,34970
95,13890
552,14280
166,38820
1439,24580
776,20680
913,30190
962,10140
761,18440
866,9100
1056,7820
1399,9430
982,11760
1370,22020
1201,12820
1413,18850
411,28230
410,31900
18,15380
1459,53330
397,42460
20,67800
735,96480
441,43730
277,3670
961,24520
1351,16620
191,19950
853,30200
696,11280
783,18130
68,46480
705,30430
1521,51900
1170,57500
613,32920
333,18000
61,13540
310,26550
710,14290
659,9180
48,43340
1583,37350
436,14480
1445,39600
278,20040
98,30080
1201,14980
1032,13420
683,8990
1563,32220
441,23360
911,28400
983,25510
80,19660
325,21930
111,26330
1336,37140
854,24710
1014,19530
537,17890
465,44150
1398,20860
847,13660
1317,43860
23,45180
1152,22180
1313,33780
451,26540
895,8460
1081,12190
1548,40550
754,26180
663,60980
798,38130
759,19530
238,20120
625,18580
897,18430
1111,48960
913,3080
1410,32050
1011,31990
756,6780
533,29260
474,10710
842,20670
888,15790
1177,32180
1130,21890
1109,17530
1596,41420
83,16330
22,38110
1548,21420
1465,24170
1213,70130
1402,21440
577,18170
1463,25180
1349,20500
1013,11880
635,16120
1396,13660
487,21990
157,17060
633,12030
403,31060
381,17420
387,36360
282,21830
869,25390
999,42780
1129,27870
127,28600
393,26620
234,24780
710,15160
760,137690
556,18440
1591,31900
1492,39400
328,28230
1451,44050
946,4460
833,25900
767,15300
58,12600
972,16360
1011,10180
646,19120
706,74820
854,14470
576,36090
114,29560
152,23350
719,34490
0,18130
1073,33480
664,27340
516,22860
84,28600
1400,39060
667,35380
502,26230
514,51900
471,22420
698,31980
348,27340
786,8700
123,17910
601,16770
503,12520
94,36890
1015,9990
1192,21640
98,12410
217,25970
1098,29220
1137,22450
437,32480
1054,2480
67,20610
942,7170
820,26080
830,36280
304,18220
380,19450
571,6070
868,14390
1128,32170
649,39580
1470,29500
695,39630
325,18800
938,17470
549,12940
696,35880
1362,24280
412,31440
591,21070
1308,21020
239,104870
606,21220
1470,6640
208,18710
256,33910
752,2800
190,20720
544,19960
1243,4860
480,23540
34,33860
1011,13780
609,17840
1387,24280
1153,25970
732,27600
1324,18650
945,47240
993,11220
48,20500
1480,37180
863,53860
270,29980
568,17280
182,22740
369,39120
1187,20930
283,27360
964,55080
115,21650
528,32220
1595,35920
1576,60370
1443,3880
75,50800
368,8080
776,17830
977,49590
267,11850
168,36530
199,29240
1240,16610
180,47030
1322,30460
42,52510
149,19340
747,14040
1092,65470
50,34990
909,5930
1516,55080
529,25090
446,18430
1494,46280
957,37000
228,39740
344,17830
232,34200
558,17700
513,34220
762,33280
553,31210
222,21760
20,17820
1288,34870
1357,11320
992,30220
1325,27660
340,25510
477,23190
241,48280
657,19870
12,25620
914,15060
127,16580
963,11930
656,19360
630,4980
395,32360
718,10620
429,26430
131,8760
231,19020
617,7060
410,18460
1182,32180
1518,16500
392,28840
744,19320
1531,40720
171,22440
433,17830
1473,15930
779,20120
196,19480
1220,16950
587,34780
1005,18580
304,6580
279,53800
313,36230
1236,17340
319,16780
127,99330
1237,51680
1131,24970
937,4180
789,35680
46,32760
848,44630
1549,21210
402,27730
633,197500
296,15210
1535,36260
173,15520
250,41780
1449,18850
124,14190
1574,31730
1374,22670
240,26820
479,29410
172,32070
799,35070
95,29980
997,29630
1321,15360
154,49180
514,21760
677,18740
614,31210
1577,45900
1107,13980
359,14410
948,3570
1140,22210
566,41980
1199,12410
1053,19990
342,12630
843,24070
1223,35960
808,11230
701,5330
737,11970
812,33150
1172,28930
837,29680
1032,29730
1540,19050
508,14820
9,20120
1381,17530
664,6460
572,22130
1190,46530
932,21810
350,27880
1005,35070
12,12380
872,52000
1306,14680
1163,24380
104,29850
257,37370
1249,29380
1103,56330
507,42520
1597,9180
1294,25410
783,33610
1569,39910
1564,11580
178,14170
650,40670
1200,20930
1144,38510
365,39660
1189,29780
320,29850
876,19180
792,9630
353,17730
560,16500
402,31330
1589,16220
626,41040
59,33570
285,17080
389,42220
1344,18330
253,57370
229,12500
331,18420
1310,24500
609,13730
995,7420
1348,49400
841,30760
416,31330
919,14620
1513,41960
815,29960
1434,18430
887,22270
97,19420
873,40570
510,18130
15,19320
1549,40550
1419,5580
483,19740
106,36560
467,25500
552,9160
577,33600
1286,22670
1539,44440
291,21070
974,21670
1444,20980
881,15880
1009,52420
123,33730
848,30140
247,19710
697,15620
481,17300
221,32460
830,27810
740,11540
233,21650
1499,41320
1597,36880
901,22110
673,18850
1199,103410
993,5950
1088,15570
681,23720
412,20500
740,47780
399,15350
1322,37800
1309,28780
246,18680
182,12270
200,32450
1096,31480
1486,11960
526,31530
646,35380
1396,25810
940,27820
301,12410
986,4340
599,23580
82,52440
1113,14410
1111,12630
619,29450
1430,46110
997,27930
1264,18500
134,13500
1031,19930
1391,31220
975,14960
814,39880
583,61990
30,41640
778,24380
530,24870
391,14520
1258,19190
710,3920
954,36870
730,9820
738,17120
1472,5870
473,32720
1255,34290
293,82730
1230,18280
174,20720
731,16240
1169,51030
1204,50190
1279,6940
736,7520
394,13790
1560,37350
53,48170
1303,17190
952,46990
906,50020
190,24020
338,20210
829,10980
1385,18880
621,95880
547,20040
361,28780
138,31060
1144,40340
1561,18850
1261,15140
1108,31520
1033,28680
1325,18170
2,23960
26,13450
1147,18640
1261,18320
1493,27020
146,14360
471,15240
1206,58210
1219,17930
483,25270
1292,49950
1436,19340
1131,22390
1192,19890
1352,16560
1279,43270
62,30960
1162,51500
1468,12420
1278,14280
1297,15870
1246,22920
690,31000
1440,42380
441,13620
1155,124310
762,38500
211,18200
694,19240
728,13760
961,30400
572,21230
1576,6520
195,38550
397,30430
550,38050
370,27050
907,26730
1458,7480
969,45800
1455,10240
1107,15680
540,27100
1159,21380
1376,12310
826,25900
709,10500
744,11490
17,30450
1339,15300
525,43750
38,13420
755,14810
1532,27240
882,39970
31,26230
258,29470
1595,18680
479,25360
1405,7610
317,41730
492,43950
1276,42100
873,32080
62,12300
504,24180
131,12630
989,8620
133,26380
1585,33680
849,13870
1205,6820
186,12820
602,29940
1007,10700
1228,51680
1320,16330
603,44980
987,9340
773,28320
1277,93600
143,38860
1325,63220
438,15480
743,7970
790,18130
1550,36990
1521,21830
521,16890
791,22470
417,18570
1352,17570
142,20620
419,78330
476,32890
397,29680
660,22290
952,5240
742,58740
1302,16190
725,17490
911,32540
1106,25830
1194,20230
324,27580
1043,23690
288,34470
1105,25610
367,30360
611,31330
390,10620
1360,26070
511,16480
1451,30730
693,21240
680,26310
125,40580
73,28840
367,36220
735,13360
174,14730
580,21230
1274,37820
1088,63310
1591,21220
1345,30380
1404,13890
938,8140
255,18990
330,28330
1431,22780
91,30400
296,16260
998,29150
112,18140
1561,13730
1059,36880
1163,57500
1176,20320
146,31300
1470,31180
899,33750
1541,20320
1038,30550
80,17620
618,23310
284,18250
362,33860
269,17550
1367,37600
351,28980
232,22920
68,25360
480,45680
431,19180
262,50910
1180,24400
759,15520
433,65090
255,24380
221,39050
923,5220
33,55770
4,34710
29,23110
94,28500
772,7730
606,21510
1354,46800
741,10940
97,26160
944,20130
666,21510
1456,32480
289,26000
925,19740
1250,18060
228,29780
935,6950
1171,26890
1328,34080
940,45000
1024,34780
307,26070
198,45370
149,31230
249,20550
1393,14810
1282,22770
733,3430
1341,43270
1356,35380
1012,37520
224,31570
414,31050
1181,19930
744,13440
1248,37800
932,5040
1256,41980
169,29260
1066,10580
435,51680
1456,28560
619,43870
431,20860
315,12710
1438,37160
1128,29600
51,20610
354,11970
962,23180
1160,14440
395,22120
1335,13060
1056,23740
827,16630
81,10330
561,11480
543,21890
389,27530
1394,16780
1516,27690
1419,7610
943,17420
1179,39010
933,22130
1099,19990
62,26990
1548,35090
237,27870
25,15020
336,48380
175,24290
95,50820
185,23590
187,19250
70,14780
183,35850
407,19340
56,13270
1513,30490
348,33880
1091,23730
701,8590
767,9520
1437,10620
193,38570
1481,7400
797,7480
49,53390
487,18580
1478,17200
193,34200
512,18420
186,14010
1581,25070
1107,32750
188,13860
531,21050
1108,24790
1405,27980
182,40610
1067,20900
1239,52300
1524,33140
319,50670
468,19140
932,17160
1293,28050
89,12170
501,32100
1102,10060
942,39200
126,58470
1163,19080
812,6030
1270,41250
1394,9570
145,14290
735,43120
1302,12280
421,39700
782,16590
1494,32410
692,8990
203,21980
1004,23200
190,12580
1564,47060
29,37780
463,16070
60,71780
1069,25280
915,27420
635,48970
1109,31260
1544,39250
673,5920
1522,36560
280,35250
1242,23600
1449,9770
470,35080
936,36870
734,30720
385,18700
676,29100
1163,49580
919,31980
1229,26970
655,34950
25,4340
1231,10440
1172,29730
1480,29940
847,20400
125,21710
63,23780
1030,22980
77,25090
1205,24830
67,19930
1489,18860
795,22170
1038,38110
1393,22990
671,24010
302,6580
891,49930
1506,42380
460,16120
334,23350
781,22120
430,6870
995,41230
84,26380
1290,24130
1567,20460
537,20050
1046,24360
1418,14580
1177,17260
751,38140
82,39930
1528,24370
739,10910
1326,22480
1586,26230
1122,32790
1117,20830
225,25600
128,31230
1371,52200
1554,37990
376,36730
1005,34620
604,50490
954,30230
38,26530
761,32370
304,34800
290,42700
213,22210
93,15150
264,41880
639,10480
329,11640
315,33180
1251,41640
1577,32220
344,78180
604,20520
418,37370
1337,20040
821,21090
212,21410
759,54390
1421,22780
1240,18000
320,5880
26,41620
1422,17760
1263,8510
1402,20730
1405,36730
679,10820
756,39570
894,6080
413,53980
442,13640
1157,29590
620,24360
956,37000
152,71700
1372,29480
1210,19620
1434,43180
103,21300
890,37680
1394,30780
485,39200
635,54450
637,43890
291,21400
939,35820
1295,43270
428,19820
801,5290
1317,35520
552,17240
1535,29900
460,15570
747,13510
565,32740
861,9100
306,82730
1136,38500
67,20710
55,23780
27,25020
403,42460
1404,25900
293,17750
1343,33520
1407,29230
655,36580
126,13900
1493,24820
886,7240
141,38050
1287,17100
1034,24720
451,21920
1483,17310
1080,12190
230,14600
1075,36830
115,34140
955,17730
401,25990
151,12190
331,30500
150,17020
1141,30070
428,26980
717,37480
1110,54970
871,22770
1506,23950
65,21090
789,43680
1549,13180
811,85270
102,19360
694,50740
1586,26860
1259,13200
509,19010
1512,21780
582,18280
1,96670
822,20380
862,22380
1251,19210
11,7460
302,30690
1455,25250
1157,17580
49,14020
1470,24130
383,11740
69,30140
88,30190
910,15910
1154,42370
1386,29100
413,10000
896,8840
1252,21430
1394,42520
423,96740
361,42440
1384,25280
918,25580
1099,26600
215,19860
981,74610
1026,24980
263,29500
1407,60670
1036,14980
872,11110
478,9500
1028,25500
1101,12190
1428,39600
1252,13830
1263,22000
308,82110
810,25210
1338,33430
1253,45480
176,15880
493,25660
1367,38870
1583,34120
206,22450
1119,40580
1112,34780
76,35820
1226,21460
767,54540
1197,22330
990,31280
1463,69910
563,30480
372,33620
1329,17810
0,24820
1105,35280
1481,33310
1370,26490
1487,38980
1245,20140
374,53160
820,56490
953,5490
94,22790
404,32360
37,24710
487,5550
686,10340
1298,211250
826,16480
1227,16600
400,13510
1282,30460
764,39530
552,18860
85,23080
1085,9120
203,55400
913,39420
6,18830
216,39070
1244,9440
663,26020
777,31900
600,20150
1541,47030
977,35290
401,32210
1378,62520
116,13510
1381,18910
912,18700
296,38110
973,18410
1288,28980
1207,19530
122,32010
250,39740
417,71920
944,3210
63,13400
1153,46380
525,24130
741,7180
124,28840
1196,30680
701,10670
1531,42440
907,25510
1390,33990
1440,41980
1219,35000
1070,20150
1283,24950
48,19580
1052,31010
1150,13180
668,5640
1542,16640
542,20400
651,16060
201,13800
242,18710
1026,19190
57,29360
638,20840
1403,37160
1320,21250
277,34390
1359,14280
686,16950
816,35070
998,15200
602,72030
292,17760
1248,27180
1024,24470
1530,36690
438,19240
587,31350
433,30370
311,15990
231,20110
908,45600
1468,114210
1503,11860
1387,39940
893,21650
645,19340
158,13610
950,22600
1595,26750
1556,20200
459,21990
314,33000
228,15730
1035,15930
1465,16720
1596,18340
497,15100
469,12960
1254,9830
183,17260
116,11010
1090,33500
414,17800
778,6640
1488,17120
212,12940
371,34960
562,77260
1006,137390
559,24620
1210,10460
392,24680
841,26100
125,7430
1452,67090
1471,24170
1165,22570
1212,12210
665,35190
125,34220
1075,20780
324,17410
763,9130
1232,42730
903,35710
1548,31470
189,31330
981,7770
1098,32360
1110,39180
835,19490
614,29410
1249,27710
623,17840
173,19320
1203,36290
611,29940
602,30920
1249,21450
753,35680
117,48770
718,17960
1510,45480
785,29500
1087,49980
709,21390
18,12460
1033,29730
146,23730
0,22780
958,39200
1570,48290
874,6890
1538,23710
1174,33730
1585,39520
47,19560
1570,22230
444,32920
1244,28840
367,32980
198,31980
1492,38170
1563,44170
435,41460
336,34540
1262,10610
1013,29360
931,10160
167,7540
743,61480
422,16360
995,27820
1171,25610
1565,71400
531,32360
1017,24160
443,49600
542,17710
495,5500
457,19680
677,17480
264,31010
807,32500
948,13730
617,16950
1319,35380
1378,31510
1004,8300
1506,12690
68,33230
1135,24970
803,42920
1486,17910
941,38660
475,18000
736,4830
10,20460
42,26160
328,35160
1329,32360
1200,34890
990,30760
1352,20450
251,18890
837,20720
188,13180
831,28710
191,24820
581,13630
82,22120
300,56240
1527,29100
838,33460
675,29140
890,12270
1395,16490
590,20330
1076,29740
535,34220
629,25810
1255,43380
992,41560
133,7510
782,18440
236,38830
1128,20830
1346,31870
682,22740
210,31950
108,19600
36,17010
645,22020
817,7950
14,19340
881,17200
1360,25180
1130,12850
1517,3470
474,16940
144,10670
194,19660
1097,18630
777,12370
434,24500
982,15740
1353,18130
978,18730
1194,46230
1433,16350
403,33040
760,43270
749,22980
535,20330
1285,16480
1380,29230
922,3880
997,22120
1173,26380
1112,29140
34,22030
753,17660
382,28480
676,4980
483,42520
693,8670
1289,16240
835,14390
507,20650
1111,38700
1230,14280
1561,76980
577,13510
827,12190
1299,18170
878,1890
1395,9500
1114,29520
1285,19710
1477,35580
776,40190
963,16510
751,2180
410,19780
84,7410
689,29140
550,21040
984,16330
1065,53800
833,34130
1034,15240
1046,12180
979,16800
416,34470
1228,31320
1154,28060
349,54530
794,31960
1453,42320
469,38860
852,22780
224,20880
685,12370
1054,24060
1334,11750
800,66580
600,47020
79,20360
346,42490
298,18210
981,11660
1418,73350
1306,68200
1537,39550
937,19060
1392,29480
286,11280
318,16900
91,22930
753,20610
187,17230
1100,22970
1465,24760
511,123410
1270,18130
480,11030
1514,39400
765,10410
447,20300
1131,17080
1298,17100
445,26540
984,16940
1186,51480
897,25290
495,34220
528,10590
1582,23920
268,28370
102,36280
1018,43870
393,37120
1155,19500
704,38640
921,28340
1114,25500
1056,20100
1150,32950
1476,29500
797,41720
614,12220
740,8800
1037,56990
94,18370
632,21490
222,36900
1497,99300
550,32680
1533,13080
1519,48820
131,46720
473,29250
566,29520
545,25810
882,23650
123,14380
1291,29660
916,21200
160,36890
1134,56480
946,32810
1543,17900
959,34200
559,28180
56,53090
154,16260
239,24510
1379,17530
218,19380
1560,29310
1013,34400
1451,82060
1444,12630
976,16310
615,44920
1459,23780
1175,31960
1292,19190
960,4890
632,17250
964,12320
407,16180
1314,38600
357,48280
613,25780
1578,76980
512,18580
697,29120
499,123410
932,22300
1079,25140
1045,29480
1518,26160
1545,25630
594,20610
549,15790
484,25070
456,16940
101,22130
703,3030
