,Prix
1024,24950
123,28730
289,33580
83,45610
1068,36280
455,29940
603,17620
944,54420
120,33850
30,27110
720,21780
1051,23840
214,41170
1354,20780
862,9490
266,27470
675,27230
1388,19020
1226,14870
641,4770
1297,134030
1256,31840
631,16320
155,22240
372,33420
1325,20980
623,32840
791,29410
1308,29360
1426,35830
804,20880
452,16660
437,201480
68,41880
1159,21430
199,3710
1288,20220
1106,20320
120,32620
488,22380
1417,18640
766,14700
103,30360
242,36270
86,15880
1563,15710
1554,26180
1189,23490
723,16720
76,18530
1017,29970
467,11760
1592,20890
731,17550
425,35380
1055,18970
548,36730
1084,28980
1005,23570
992,21950
1076,19690
333,13030
338,19780
456,18550
510,21430
1167,57180
1102,30180
1077,11230
192,24580
1142,84980
493,44620
290,13780
1429,22590
49,19630
185,12640
898,42920
361,26370
419,28480
278,19780
1134,26230
411,20920
495,18540
716,46500
944,29730
331,15800
640,43900
376,39940
1360,25030
827,8170
46,16100
403,13890
1352,27040
36,25570
852,26430
224,36730
1332,40180
1266,32680
1427,28110
175,27820
759,40600
1180,45860
1579,6690
1052,19300
1484,13500
424,13680
182,32370
847,54450
584,28330
886,23000
912,43780
1318,33630
1252,14500
1004,9980
421,43910
859,26320
1209,9700
1303,45950
380,34700
1489,14010
238,14670
1137,14340
150,12490
1502,25780
1530,11480
949,22560
1218,29480
971,25380
1291,13110
538,25280
788,33700
1179,53980
230,12850
385,36270
1156,18760
574,29260
1025,10850
1319,35170
558,17480
409,15120
288,4130
1375,35280
347,12030
1020,540
297,18340
1202,25240
673,24710
1285,11080
1535,35320
235,27210
219,12060
799,19340
1445,35360
63,43660
339,27730
1502,28030
205,34310
722,14920
827,25500
691,28540
1544,5480
1140,11850
332,28060
1300,27580
1374,27280
368,34020
782,50920
1332,24820
1138,19960
874,22300
464,18270
527,27660
1179,26230
1237,31610
1400,14680
1483,52390
1334,15730
945,36350
164,18860
1390,18350
237,25810
1335,32100
213,50560
874,42060
1187,23980
898,18750
753,7930
872,28500
710,17470
344,40460
1571,24580
1589,23210
1484,56380
36,6340
1263,15450
391,22980
816,15880
579,20760
475,15230
970,32350
311,26380
16,11440
347,18130
40,42810
1035,11530
1436,26310
157,32890
304,33260
498,22830
119,16730
1529,19930
1337,13980
66,5130
1421,32950
612,22870
1477,31120
1094,14260
32,46780
693,24130
883,7000
123,24620
502,21640
1551,17100
1495,79350
1540,19950
105,22110
1275,17480
71,21970
350,39940
1171,33120
29,62760
1013,5470
1213,38740
586,16230
476,10150
800,16270
1367,24040
583,26130
443,14710
654,35680
546,17060
1045,35290
1010,23160
1369,24590
1393,20600
164,22980
1543,16720
1079,20460
433,43490
652,19510
646,12420
525,1720
943,29730
701,17470
1360,40130
65,29480
311,25850
75,39730
429,49590
400,21260
569,20200
423,35890
810,16330
1424,18540
1170,22790
417,15120
348,20330
831,30750
491,23880
1172,52270
619,35980
1474,35210
634,25140
112,39630
1331,5040
140,10520
651,15600
238,39980
1587,14810
1263,29230
1482,13540
101,7890
1222,14020
63,39570
1001,61230
1481,16220
121,22360
938,20500
1538,27540
766,10810
1277,20540
795,41190
752,43780
1068,18680
383,26860
623,19780
1423,23600
678,36230
1477,29920
1074,32480
498,19080
204,29140
1449,25390
441,22180
1105,22000
1048,12580
969,44540
975,73800
746,30190
834,16800
876,15840
326,33730
910,18130
251,15240
348,10910
1446,15890
516,19980
1185,32640
129,22570
445,27140
1433,38130
1143,12490
1463,16260
854,23740
438,22380
197,8380
1569,21350
266,50710
1481,7700
730,29850
408,24160
215,30400
990,12300
78,30760
1419,31210
820,3020
483,41280
1166,53530
354,18130
126,26690
1449,39070
847,19310
1227,37930
1433,39490
302,9210
1197,17530
906,11460
542,6640
362,40110
1379,14680
1512,22660
1222,4950
1221,40170
239,25280
1376,25620
332,20440
683,9220
1120,1580
1246,28500
1513,32690
787,16510
1547,14880
261,20550
1544,39200
539,11010
571,33580
525,51870
239,16030
1121,18220
177,9910
859,88680
1041,22770
441,20910
711,14870
556,25280
795,12280
663,21060
391,48380
150,14990
887,28500
1046,16420
1007,46700
1048,17450
1188,21830
52,26770
405,11110
549,11760
1537,33010
508,34780
554,25460
1211,26020
61,25280
523,21160
512,32100
587,28600
386,20310
295,18170
1372,45490
1432,22450
398,29110
281,31550
956,17540
1010,24740
276,41370
1204,6070
967,41950
432,21860
451,17490
1236,19110
92,25200
14,29950
1473,15100
270,26770
716,38290
768,40640
531,35250
1078,5670
565,12690
1480,7270
551,20280
1265,14150
1489,43180
904,15730
887,3210
1163,17680
214,18860
919,49150
765,33520
939,20120
1315,16230
132,23530
982,42160
844,32200
1559,13130
1121,43260
1330,16110
660,43070
745,45480
505,21680
962,41890
635,21580
864,17470
1068,49860
90,29140
554,33330
424,43110
1320,24250
31,17980
537,12400
887,13900
13,26960
1234,12870
640,37160
989,19450
736,23930
215,36550
967,18730
1234,25150
985,58730
999,18340
1038,27820
1430,22300
122,29380
1440,25260
875,11950
1127,22860
334,17370
1206,60890
643,52050
483,23290
511,10160
895,15120
1416,39200
436,10600
1369,39200
1504,13540
477,19780
1245,26980
786,23190
1344,41050
1220,13060
1166,27390
1176,18340
177,59380
287,15840
175,8230
1316,29380
1485,7480
970,37480
349,26550
1010,18300
128,8470
1113,23830
1493,52440
1567,14970
1370,21980
1253,22950
1240,23960
1473,21040
969,37800
1552,47130
417,29240
947,23350
577,11080
881,18300
726,25180
512,10890
1062,31630
335,24470
1201,4710
1546,21430
298,11080
422,38010
1081,28030
1117,4300
255,22120
12,16930
1270,12560
1003,36950
1020,6760
869,8590
1499,28300
416,42770
1422,15250
918,23760
1431,20310
499,18540
271,23090
755,21650
1170,14500
1289,22760
241,26760
973,18720
1409,11420
822,43660
1248,53800
1006,52480
1149,26380
734,41690
661,32380
57,24360
1112,54780
488,15470
388,12070
537,19780
327,11220
381,19530
147,58280
1315,32010
965,16830
1445,23140
1461,29260
1168,31340
320,17260
359,5730
1522,15100
1417,15390
1346,8530
527,15730
866,34470
1160,24840
773,22080
143,16890
445,31470
742,28420
188,20620
1293,71390
764,23770
209,18680
74,27820
1400,28900
142,31410
1431,32750
622,5430
1046,8950
128,31530
410,32850
1034,38120
863,39170
581,40140
911,27040
253,33280
1340,15360
1418,17960
506,21420
1267,41120
399,42580
608,22130
480,25900
1463,65500
1267,27480
496,21240
338,35040
447,44980
488,42240
1529,17100
1281,33230
154,28970
306,12660
262,30730
820,48820
1513,8550
728,19840
1052,10330
290,44750
788,20890
1509,36870
94,118880
1148,22780
498,29750
242,12090
703,25520
596,33190
1244,18730
799,29460
1459,21240
1196,30610
235,24600
1059,15480
1067,9260
956,16260
1536,49560
1399,9140
1254,21730
236,20720
247,19020
1336,26090
1447,88090
1279,11880
1328,38290
124,28160
625,14280
1287,5830
1030,14500
897,32640
761,25870
905,37490
172,46920
1045,33480
1548,22780
1048,47600
467,22670
6,29620
1256,38380
598,23660
502,46380
660,22690
1300,34590
989,29620
457,38260
427,28180
1219,14130
920,7930
979,28870
755,37120
739,25350
822,24620
251,28770
1464,40330
673,32460
48,25650
1403,30490
688,29480
1347,15060
552,13540
613,28400
36,21860
237,18540
1221,29260
827,9810
124,7650
776,36940
19,17970
1178,22030
1026,9340
56,30400
1551,51340
773,29630
1281,37450
5,26200
1310,19640
1448,31600
1402,22590
1336,17670
1415,31690
531,14720
416,17580
670,17410
65,25600
657,42880
609,34190
658,22380
1534,151150
858,29280
841,7630
993,44280
947,20500
9,40560
702,20890
1428,23400
789,14500
1411,20760
954,33300
1028,34080
492,4300
709,45000
130,14670
1478,51840
845,13100
1390,45580
591,29350
1189,62790
1115,30920
218,26430
1247,13180
756,2090
831,17810
1087,9760
364,16610
435,21680
976,37720
1414,41760
606,30070
815,32380
224,18480
260,23670
1281,17480
1301,17130
189,30490
659,49590
344,34450
442,25500
1471,16450
77,25050
1471,20310
1284,29720
482,19380
950,37470
166,20810
69,23920
1044,65380
273,24680
105,29130
1379,24780
592,45900
120,10880
749,36560
1193,49780
441,34360
167,53890
1145,17720
322,27460
1271,15900
1401,29880
620,59030
1530,45120
152,38260
1259,21940
469,13180
344,20550
1279,20280
1002,17790
1059,6880
800,19340
424,18850
1464,21580
900,12490
1280,34510
868,28310
733,12520
570,21490
921,28800
737,10640
830,7630
1346,19060
868,5320
882,42060
1238,54810
1290,17140
1514,24380
1064,17880
690,29000
1370,29050
1218,19330
613,13550
280,18170
421,42220
340,23980
33,33040
1209,36460
98,17800
1033,18120
921,32740
1404,25260
1176,22450
1537,28330
913,32520
834,19200
343,22780
1366,27980
707,3590
720,11270
877,35820
657,27250
490,21000
1516,28890
78,29100
1214,31550
784,23350
37,27370
801,19430
621,18160
325,17200
856,14870
642,37260
1452,24180
889,16610
227,8390
316,42330
29,17530
422,28160
919,39980
251,46220
1080,23960
665,36780
752,16830
1375,31840
746,5490
686,17910
707,16140
1284,14000
770,12720
137,28340
424,20150
540,15290
44,19360
824,32370
363,48670
11,75120
152,16730
679,23420
477,10490
187,36610
69,17340
367,35100
573,29600
593,35690
834,35500
785,5490
871,23500
852,5320
1377,38020
870,26040
803,30230
293,18570
658,14280
530,22410
1234,11970
359,28730
1590,6180
1198,36470
1041,51930
558,11980
1169,27070
798,20330
1314,11840
698,26860
574,14230
1463,34850
181,17850
844,53300
1013,29140
1097,15060
1353,15790
313,28660
1118,25970
1550,17340
1385,35100
146,20880
414,21640
1142,21230
1362,17830
310,31620
1554,28780
1125,8310
1361,23540
1082,25240
57,28540
968,33300
1461,30220
465,20300
134,9930
1076,13370
75,20870
1038,22770
835,21080
224,16860
411,35670
1348,24040
508,5310
122,23740
0,22450
174,26760
1476,24590
770,4400
894,32280
978,19930
139,5080
86,28650
1360,43960
1269,13930
981,35380
729,17260
1469,23080
1534,48830
696,90150
418,25500
38,13860
781,21520
426,19980
10,32070
244,7060
469,22480
438,57570
960,16260
1355,29230
203,11530
798,21630
714,13180
777,5610
1064,3410
1253,29990
1391,40240
1177,22020
1005,25940
340,22740
87,22940
323,22180
710,6180
1495,21440
36,36460
1560,39910
463,25950
1446,9140
1432,27540
1568,45990
756,40640
1038,57270
688,9100
1554,42160
301,337310
892,16110
723,13560
1307,16230
294,20460
112,32180
106,31590
855,6990
1014,5020
548,44260
443,17980
1377,29370
824,17080
1318,39870
43,18850
1150,22970
1268,42100
458,15360
903,21490
1086,19410
751,17200
1428,15440
776,33780
773,8810
250,18630
634,14820
98,34390
628,43170
923,15150
1235,26080
1593,14560
521,54890
452,38380
835,10710
888,15730
1489,45750
1060,29790
280,40930
1586,34680
107,24620
1498,29950
1503,18510
1407,17640
1175,46840
1353,31480
594,37290
136,15380
1548,33580
1428,36020
657,42440
1396,47560
1075,5250
571,14330
659,23740
411,20280
353,11760
347,30510
113,7820
870,13330
105,27540
1122,13980
113,18790
365,23050
246,24600
1581,19180
1273,19360
719,10600
695,19050
288,68950
47,27810
143,89140
962,21220
835,10870
613,26230
54,21630
1481,36770
1015,13440
610,18430
702,47190
830,17810
593,28250
80,32750
158,32890
1026,16030
204,32010
492,21160
609,17620
530,42320
375,26760
1326,56110
688,31640
517,28230
1541,20890
487,22120
82,19390
355,25880
892,17530
1572,9860
557,20750
518,33330
78,32470
1018,33430
740,32460
125,20280
1435,23300
1088,9300
1143,12580
443,28130
1058,23850
91,20700
956,24280
798,36970
806,32970
291,18410
362,16170
587,27480
869,14460
622,42360
1093,5250
1472,25270
667,12980
398,11110
364,25810
570,12860
690,35560
1367,13940
422,26660
608,11480
1312,14720
216,21390
550,29040
1470,22130
223,27760
808,19720
485,33080
201,32890
566,20460
1251,25610
458,20030
500,15210
1014,11540
576,10670
1388,19820
1242,23150
888,12280
1326,26310
892,29750
1179,27410
9,25510
1143,33180
839,18600
296,4910
583,33210
192,31610
549,23980
680,46280
468,29240
564,45930
116,25890
1378,29400
1585,16590
1470,18020
926,44980
332,63310
395,12390
755,23850
560,5310
293,17530
176,34310
728,34500
1232,19580
208,10370
1313,20720
419,23500
690,17740
1054,35500
1223,16080
918,13900
145,28130
736,32950
473,17820
1239,17480
1541,38300
296,32770
351,27760
244,11250
866,30960
1525,12860
1290,32430
567,25040
237,11250
40,43530
1293,28410
1350,12670
994,16530
1274,26080
345,33580
503,10480
214,24750
664,10560
977,11530
154,23390
962,27960
662,20270
1314,22120
545,40930
662,27010
437,42540
158,10330
243,31780
629,45120
384,41280
1178,11230
1528,29400
352,13420
914,28240
1536,27720
46,28660
61,25390
749,31330
787,22360
209,26670
1219,13780
200,34480
1003,10350
317,34530
46,32380
282,16410
1229,15440
329,22560
113,25330
1041,21580
1137,29850
952,32010
732,23770
1474,43030
1158,14860
1561,46390
30,21860
144,16530
309,23760
217,45610
163,29360
640,21050
1419,44620
125,47880
1589,6940
1368,43900
252,8920
1549,19930
149,30380
7,40130
95,17800
1001,14540
137,45990
528,21600
643,5930
636,13620
413,19340
1105,26200
340,18600
964,40930
1484,30490
1006,8180
1193,32470
1057,26220
1390,29740
836,9420
1163,31380
753,48900
752,27450
817,20470
464,19200
534,21060
669,28480
377,20460
538,16510
30,29260
1383,28800
1294,10510
588,13750
556,27480
879,40650
359,27760
181,17830
33,20120
97,30360
902,20120
1092,27150
1312,32370
243,5310
1257,15230
159,8590
57,54540
1597,10670
646,18700
792,19360
1042,57360
1574,28340
1016,25140
936,39730
1194,13400
272,45130
372,42580
1122,37380
305,20380
876,12260
734,31480
1366,24550
539,30770
362,13320
22,33330
623,31840
379,21760
312,17590
397,17980
706,38790
226,44050
256,9210
546,45030
841,23920
1101,45120
999,17980
1298,25860
788,24630
374,34390
928,19450
1492,41460
807,5610
527,13100
205,7610
97,35180
896,31780
534,13110
39,41730
1535,38700
1416,11120
472,12910
137,11110
1512,18790
566,20110
1303,41050
1283,26200
1522,14970
264,60140
994,43030
1445,9420
1066,34720
954,18380
152,28380
1460,19620
235,16710
715,15380
470,22310
1301,75350
775,38380
102,24870
205,17820
1426,18380
16,16800
910,23080
680,15190
1155,28320
995,25390
1088,14020
686,15990
1546,8910
727,75350
407,16780
1324,24820
1263,20980
960,33350
1218,18800
184,38310
873,31110
1487,23080
550,16130
670,30330
1342,21230
684,37180
328,23580
986,49120
595,78940
977,26820
1113,23380
1109,15710
821,34590
779,12190
966,12720
1269,16430
162,19320
980,19700
1347,106880
1410,29400
1175,19420
575,19750
7,22720
1020,59210
518,37490
363,7890
1254,33190
684,21830
902,50270
706,15570
715,17950
1472,22790
459,34680
1217,23610
1228,11770
512,37450
1337,35320
1131,27580
477,29740
1275,16630
735,3090
423,11240
610,10780
40,58300
1296,27040
926,31320
149,21330
218,17970
365,37780
661,15660
1381,26980
618,30760
562,24150
342,31950
168,17030
1150,12580
1399,47840
1257,24400
1229,30630
1040,19860
1315,12200
21,20140
25,29900
1145,25400
1266,31960
1420,36170
176,14170
462,22640
1162,35070
695,18300
498,27930
817,15730
1437,12580
1061,16120
601,38790
1065,32840
1017,19550
53,63150
1123,52860
1372,18630
1275,18580
1292,17840
1254,23760
507,19980
394,16930
1575,32050
1118,42530
1155,12280
226,19090
712,47950
745,37180
936,32930
513,3000
7,36580
377,36230
494,7640
376,46780
916,29220
397,38290
723,15300
1457,19620
1115,29870
552,37180
1157,41320
1370,20380
829,10120
560,33020
742,19600
41,25620
1328,23240
1373,37960
33,20500
768,27350
1513,55440
412,12520
53,16780
737,18040
27,28370
435,35930
1403,22790
346,18730
446,21960
16,17340
719,15730
1218,26890
486,24270
133,22360
996,18460
163,34790
4,23700
849,9090
1200,12300
197,36560
620,27860
1011,8580
1192,46970
456,39040
547,16950
1573,10870
780,7230
266,45360
175,32080
384,22660
466,21810
686,23560
785,19750
1540,33620
1524,27710
355,8160
786,17280
1198,20120
1056,12580
171,19780
1309,23960
433,18700
406,12550
810,19560
165,27240
729,63160
1295,26860
698,29020
887,26760
1104,14980
1200,24760
346,22870
1049,13160
255,43830
317,30560
394,18740
772,31990
419,16490
1362,35450
536,18000
1455,22330
696,17850
685,2260
111,23080
97,12080
374,23300
750,21060
206,36500
522,51900
1278,11480
1023,18970
23,12650
140,43190
553,26600
940,25980
1049,13800
1258,15350
1432,8580
1403,30920
282,20300
899,42570
138,42480
1573,13710
1024,58980
1170,14110
807,45590
178,49590
1046,57200
878,38720
431,20650
1049,36250
111,15380
615,48040
311,18000
389,18540
298,24400
1310,18460
379,19500
260,21690
1457,17980
494,22940
458,21810
233,94580
783,18760
648,30820
356,21450
268,9850
555,27480
932,19960
25,30970
1355,43640
6,13300
78,17640
751,16940
619,16860
1308,50800
718,20480
373,114830
925,17960
674,9100
1458,20380
275,13940
935,19560
1259,21180
867,25490
936,6540
594,18000
1277,25410
638,49070
995,41310
335,22030
667,31840
155,15710
274,18170
1350,38730
1232,19360
710,13610
1343,19600
166,49920
1016,10500
255,27100
829,31590
1177,15210
1076,84980
1195,42700
935,7560
1264,15230
148,45990
1071,16360
450,22230
556,15800
407,43990
337,44870
1437,23700
1134,30980
79,23350
382,27480
937,67590
1295,33580
403,17980
1288,19060
546,37930
1450,95590
104,23580
554,35530
537,31680
412,34440
1397,24820
1451,22380
582,21260
735,47060
1174,17960
880,22300
1089,12400
57,17910
1538,33460
969,19190
357,20460
183,31610
80,10110
212,19810
215,6020
94,23580
163,40900
427,17900
84,27810
753,33700
367,32460
667,46710
713,30970
762,15460
1434,33020
736,26040
1481,19940
740,38100
73,27580
501,23520
1384,28060
227,18730
495,68980
213,25050
14,22990
1071,30180
216,25640
26,55250
1116,25410
1407,51470
212,29100
1072,16360
569,15620
192,19980
293,10890
459,4070
946,22050
720,27800
113,27310
516,27580
1100,14010
888,33610
112,27520
1160,16780
791,19990
1219,23300
1340,55410
175,19890
712,15660
1305,24850
395,13890
776,19060
1492,19580
695,10500
219,25900
1080,12180
1360,34560
1577,21030
22,34200
472,16220
1078,21980
918,21160
1101,37800
1556,11750
618,27250
1030,32920
294,3870
1187,35350
1447,30020
484,12580
951,21180
749,16510
414,19140
664,19220
596,21100
893,28980
1573,60300
851,9160
24,18530
1239,43130
1568,11650
1488,13390
793,30190
126,43910
87,23580
1036,19860
1012,9150
1202,17680
62,41120
1488,23920
803,27450
1004,35090
1396,23400
678,6100
315,19050
1309,18740
1214,38420
485,21510
1558,47020
789,20860
843,8380
968,36730
1143,19360
1295,28830
1578,22000
475,22490
186,27240
637,13800
1183,19420
672,36780
64,33220
1533,30330
682,70470
1275,30920
19,34200
575,18710
1117,22490
256,18730
130,29930
762,33180
1555,30760
401,25990
32,15760
1145,16420
281,20280
60,27440
703,27000
326,40320
276,19950
203,2640
93,28730
292,33750
644,15400
356,22000
1303,20980
1213,28090
1043,28560
319,49370
617,13540
77,48620
1287,34750
797,19600
237,10530
741,116490
1424,23980
1182,22770
342,27880
19,24580
1418,43640
1210,25400
1363,106880
1352,48770
769,34980
902,21820
1454,24580
428,24160
1162,17720
645,27930
426,91190
133,58280
1373,16360
1204,26700
990,22670
129,23080
834,21090
972,31550
496,26400
633,18430
1096,32840
305,22940
886,17340
1298,34950
444,24180
796,12730
539,44380
572,29230
878,29380
452,16570
760,19500
558,30930
836,38730
275,22020
1142,16720
47,32750
79,55980
48,58730
431,10480
1406,9420
1194,24780
1594,24790
1354,25400
1250,16820
387,29450
1493,26210
888,17560
172,42570
1292,39360
1043,35360
427,27710
1482,14930
1070,9300
257,17090
142,17670
954,14740
409,14610
157,25600
339,12040
180,23380
1147,24870
436,37190
1113,7280
1045,43290
872,6540
1433,25600
985,112890
1282,33880
1539,22750
1249,21780
84,35080
687,42530
5,17220
1204,36270
490,24580
1519,18700
603,17080
1590,10870
800,16940
838,20320
1197,21940
1386,12090
327,17470
1439,16940
4,66520
491,29740
1478,15340
1070,45120
64,26230
88,31010
912,25190
1153,22980
1331,29950
1031,25740
899,6620
1198,31700
1394,37960
440,21160
383,33610
654,17410
927,22050
194,18580
796,12370
957,43680
973,18270
102,4340
1371,56540
1045,36560
872,16970
504,26300
1034,14360
1092,10890
1430,30490
1249,23480
1223,37700
279,58870
1340,14950
1215,78730
167,10960
507,15230
1321,17700
2,17430
240,29950
1353,30840
1396,28060
62,17880
1224,18680
774,41290
1203,5980
853,23180
570,31590
1322,49090
1408,29280
18,22220
1103,16630
838,24780
919,30220
1177,19600
476,19510
761,24910
796,20880
121,27620
59,14500
1531,6520
467,57980
691,3240
1251,8940
844,29490
612,52050
1444,10460
1278,30310
1349,28230
554,58480
67,25740
1235,45670
197,63580
931,52070
6,27300
248,23850
1237,25660
668,31900
784,32980
614,18340
1265,16640
1231,8660
381,11110
1184,22180
23,26670
1377,10930
893,27720
264,27010
971,29620
1238,31300
1214,42160
151,12500
223,41020
392,3990
958,14020
89,22600
876,39460
549,19500
747,48820
127,19050
1202,14390
702,9220
922,27210
1282,88020
1345,43960
1441,22780
1215,29230
1130,21730
1288,27580
74,19470
1555,14540
846,20280
672,27120
1543,53920
307,26530
656,20920
235,26200
254,10890
1025,9060
53,18290
664,10910
1405,30490
55,10370
305,30960
1361,22140
689,17450
794,12580
1003,17630
597,26120
306,29980
1256,39220
1027,43230
1511,33340
425,21040
606,34360
440,38260
341,13730
258,8620
928,43200
1439,35160
1511,17240
585,36850
872,31340
609,42140
187,3870
1392,31090
1568,4820
472,6460
1339,22710
241,8390
1044,21480
1467,16950
1232,25580
522,16800
495,11600
1251,15890
174,8460
117,16750
1101,26020
440,16660
772,16830
1498,8310
202,5160
377,24180
1502,33210
978,18970
1338,22560
1204,28980
421,11100
806,24510
393,43030
374,17440
1479,11110
116,11890
1149,20530
1225,19700
155,14150
1063,21040
351,28730
1298,275810
1227,30220
409,17420
1559,25270
200,24090
980,60460
20,18430
1074,88780
854,20460
626,38850
867,13840
586,8280
152,12310
1139,24340
623,16500
616,10680
1245,39850
1496,33040
103,27670
718,11770
1488,27440
764,4980
1049,80480
710,21560
18,11230
1226,26290
0,26620
983,5980
1550,30580
874,34390
1544,37070
1135,33730
932,31200
71,28360
1562,58300
452,25290
1453,16500
391,13070
212,32360
1466,65980
1544,51340
462,15210
312,10490
1216,3070
984,36950
934,13330
196,15930
730,12100
447,13230
1000,30600
1168,20890
322,10890
519,62480
660,18880
55,71230
522,5750
476,111580
482,20110
697,20240
252,15850
784,8140
247,15940
640,16320
1321,22740
1380,41570
1008,43840
1507,25400
56,37600
1141,24410
809,11640
1495,40900
964,54770
501,28600
1056,31490
31,51830
68,14370
311,29620
1278,34790
1135,19330
991,22370
1306,49030
277,25610
829,16880
589,29840
849,39760
173,46170
75,42100
105,23500
267,58870
1482,34700
839,28560
468,69330
890,37490
1391,7020
607,23360
516,10160
639,43900
1263,39220
1011,16980
119,19420
761,6650
267,28300
1129,12900
1350,18120
687,16260
225,29950
134,25180
12,19880
669,20880
809,12180
35,25700
882,4240
1353,17640
1130,16780
1519,25810
500,13040
148,47880
207,17630
1103,37780
756,19500
461,22480
274,60480
1345,24180
321,30560
463,51790
1433,25030
1043,19150
757,4810
762,32980
557,13500
1062,37740
1376,34700
931,23080
1015,19370
1167,25410
1111,21580
56,17340
176,24100
389,29510
679,25790
310,11430
665,20320
1286,19340
837,14460
1596,17730
1119,15900
427,14680
743,25330
593,13500
845,42440
1294,27480
1007,26160
1395,23800
1120,19360
1281,16530
1478,23400
758,13100
961,31530
764,34950
437,23480
108,27310
286,35790
565,20140
1003,13980
1526,15740
808,28060
1524,40310
1040,18200
978,48300
400,4980
1236,29560
1148,21260
335,33020
802,36580
1453,33460
483,19800
828,10490
250,34950
1043,32920
1066,18590
1323,25140
778,20160
596,57090
74,27810
373,18130
1596,24160
988,32750
816,37080
232,12630
1534,54870
938,17440
1395,25180
313,21330
303,20210
122,27120
761,26300
1018,45580
1098,17970
1399,21710
494,48890
1267,14130
1411,40680
1523,15240
742,15660
437,38860
1094,36560
1301,20100
453,16080
984,24550
1506,33040
900,5880
481,17940
889,38390
1,16530
294,16620
1524,31870
988,50500
416,18960
1162,25390
705,19060
930,22490
1122,16860
1059,24280
1156,22990
1477,9140
0,31790
428,19690
1133,29570
1050,9220
94,33900
1505,22940
202,16940
1364,17120
542,41050
1514,40440
28,23870
161,38930
485,21840
543,26520
567,32390
859,20120
150,16530
1525,49740
189,14960
1098,46430
967,29880
1554,5230
958,27960
573,24760
1232,18130
162,26890
229,11650
1375,22330
208,15240
1572,14340
1031,22120
1322,37480
1441,10350
985,27650
627,21310
219,96120
1188,33280
1296,28410
976,19780
593,31030
963,28540
434,26300
329,25410
635,17740
1244,25700
526,34780
700,11430
983,19940
912,22590
1085,15930
1057,34140
1518,49480
1399,29360
610,23610
552,22010
462,56260
481,15460
670,28860
676,36700
1581,41040
119,42690
228,14500
954,16690
740,35010
1323,30990
1215,34790
1110,16360
371,18670
140,23770
319,12520
966,12530
703,39530
760,19840
1220,28040
179,34140
1017,4450
230,32470
1154,20310
1240,43050
855,16110
1046,18700
201,26530
378,23580
328,29980
1067,36230
1233,42250
666,46380
167,19770
383,10910
1416,53160
141,10820
555,58480
1096,22020
954,17950
535,17310
866,36280
269,27520
1116,56400
1519,22100
1483,19280
1079,23960
1084,22440
1570,39910
1035,19690
1170,47140
336,23710
1128,5130
821,45590
1550,9660
573,29100
1217,25410
826,54390
890,11280
1128,26480
472,20520
1518,17580
679,21830
