,Prix
509,17310
356,18740
1364,24950
705,19930
1426,15570
1252,18460
746,17030
709,43270
1432,26930
262,20880
83,25610
1080,13250
917,47830
1526,19620
1231,20610
872,28990
1168,14820
1323,58980
10,21670
999,15660
1407,21760
27,28250
479,6130
608,22370
539,31480
1150,51020
1539,47450
555,18580
915,32080
1369,49480
30,28780
512,15640
909,21980
970,45690
822,30620
658,23470
418,17960
719,22770
259,35980
985,19240
1201,7490
963,25960
242,41980
1010,16700
1506,7000
119,23430
1515,35320
985,92560
1164,7260
944,20280
352,3400
840,17080
1079,24740
454,14010
467,37640
878,8090
1418,18060
1545,14280
252,13620
1347,34140
447,22860
1213,32430
805,49330
215,25280
541,8730
29,37690
1214,12060
46,21040
244,18730
737,41400
1364,39130
962,22440
356,18790
381,89170
699,44380
170,21260
1196,50800
35,49240
1586,30220
1224,18380
1326,19140
1287,26490
65,18420
1408,52770
821,31410
1557,17400
385,17260
927,22450
1173,22020
1533,21070
710,18280
1389,19930
1032,26430
336,31250
1166,31850
1124,15800
878,16560
264,24710
1051,40530
8,17860
267,23180
12,24340
1236,17480
1312,19480
745,34330
936,37610
1459,27580
1168,34780
1424,29190
939,31030
1477,6300
1473,19500
285,21940
737,23950
1111,18580
1089,68900
890,46620
706,28660
1409,31290
538,17330
1317,17830
1038,28040
31,7390
746,21480
651,28870
17,21760
46,34870
545,19780
358,23380
598,22850
328,42580
351,24550
186,77980
1384,9940
1216,49480
1520,20060
1482,2480
887,12740
281,23730
391,39840
1482,16710
781,31050
203,15930
72,19060
1449,33580
1351,29940
17,65840
143,54760
1127,13140
812,15060
147,8540
1341,34220
611,41790
296,36020
866,20880
731,30930
1364,25490
211,39130
1394,31620
596,35990
1046,14960
123,23960
1440,16370
1063,19940
134,22580
584,21380
715,28420
263,40660
1373,28030
1148,11020
564,29020
1335,43980
397,21180
1439,16460
712,29130
444,77680
1233,29350
1554,55530
340,19230
28,19750
1593,12960
1558,17690
1317,14280
172,19290
2,23280
258,34960
742,12570
1533,33910
1214,45080
1449,9500
328,43990
765,12630
1540,12490
1319,11250
294,41560
526,39910
200,23860
690,31060
56,18430
1212,10780
665,22680
1459,17970
1200,17690
230,48590
1517,1900
1182,29700
935,26370
1552,23150
1363,26380
1594,17640
195,15300
298,30220
1228,19950
246,20850
650,11240
1378,69580
1578,41790
1110,13860
1190,49420
1056,35310
701,35260
742,24360
887,16800
997,28040
27,66960
1504,26370
1537,21110
606,113980
638,40930
1299,23480
614,15160
1358,35820
276,19870
1349,31030
345,43260
1254,14500
395,16890
1285,9470
900,32460
959,19940
970,3970
541,29020
845,33810
247,16370
1425,29680
664,16780
44,16830
1367,26010
1297,19980
1343,19260
528,14080
632,19260
1131,17100
251,23970
1189,15580
809,12630
84,18390
757,13020
45,18860
1070,66400
1004,30040
80,21260
1296,38920
1338,14730
1479,20940
33,12300
130,7980
1470,14170
708,36560
637,15800
1335,30750
507,11480
384,18670
1022,42330
44,27580
630,12520
612,30730
1493,23540
106,50280
837,11960
822,5740
1042,19570
1025,53970
918,25570
1183,40100
896,24280
1391,23280
769,19760
664,18510
808,22530
1005,22010
488,34220
723,41520
33,28620
1536,18730
863,15730
1351,36280
1459,9080
956,44040
1198,57020
1525,15290
1215,27230
727,18880
849,16570
563,40680
379,29950
406,32210
1006,61460
1476,21150
609,17230
1288,31480
217,54540
419,22110
1245,30560
243,36360
1279,20360
1334,14010
346,20330
1402,14670
1430,11960
75,9340
1405,4520
1106,20960
1251,13620
929,16790
173,33300
27,14800
1558,30700
268,30620
99,29940
1331,21420
653,33580
1274,24530
1312,19690
1492,23200
490,32740
209,44570
1111,43080
343,30000
1269,23370
1094,19520
588,21210
1431,15380
237,18140
112,9210
18,78540
468,20690
1435,20210
1276,16360
1006,4710
1091,75480
869,6530
159,29140
1487,5830
916,12370
1469,25700
1271,12170
716,14650
572,13560
460,2880
720,18280
811,7470
714,33970
851,18920
1173,34080
455,88120
1359,27270
749,42980
1072,41320
678,12750
1581,38110
1185,44360
585,28760
236,22300
155,27180
303,15600
60,9210
519,17730
92,22780
1006,18730
1346,30720
855,35290
1141,28330
145,14940
1088,29460
816,21220
193,42030
1322,9890
674,8660
704,31180
1589,14150
647,30040
460,26190
1476,10780
78,9610
1214,38260
760,12510
37,24580
1428,29280
213,20470
286,49360
839,24270
406,18700
1290,32170
868,29830
221,35410
1511,20880
1290,14940
628,28630
899,16480
77,34020
1062,15100
582,15480
723,22570
1420,33960
727,8450
699,14980
1213,51450
221,15230
1356,16070
130,17170
392,13620
420,14680
70,20050
806,9840
477,37360
448,50740
148,35150
692,7220
1065,14000
420,37930
66,21640
1425,18060
645,16520
654,45450
517,15420
970,16220
767,11970
912,40190
835,9360
1334,22270
847,31770
1483,97160
659,64180
648,24170
505,10580
411,39030
323,11480
1539,18070
401,19260
1474,9790
562,40860
1252,68170
778,23900
529,24840
684,28300
548,19960
695,8380
899,18510
865,27700
1207,19020
1080,14160
1308,21800
313,37740
935,37540
1506,31880
967,24360
106,8260
818,7840
492,44580
318,9920
485,5530
316,32430
1129,14540
1430,28480
1052,16230
1539,13160
943,19420
37,22760
639,47620
798,15660
1057,16100
73,23970
1066,17200
886,35080
184,25620
220,28530
1486,30410
370,55480
82,9210
1447,48110
168,31690
1496,26200
742,21380
909,14490
953,16690
1463,51690
86,5380
484,25860
649,16480
961,27090
1344,3550
1364,14140
1551,18470
1478,34110
415,38060
0,27480
799,26160
394,16220
795,7610
379,18130
440,20830
927,52040
941,11930
1310,15780
199,28040
214,23160
700,20220
749,13660
33,29740
518,49380
207,72130
1142,32460
267,38460
342,12070
48,17750
323,30400
677,18270
590,38730
1007,43420
1589,49070
433,26020
1407,32760
86,28800
1326,13640
1057,21090
1012,35680
656,8380
437,24470
353,26660
907,31350
997,21340
605,36610
634,34870
106,19290
1355,38750
838,34460
1412,21580
550,26340
473,19320
1372,37180
846,34860
1278,33460
5,7540
1144,11430
1415,35950
457,28270
876,17480
1056,25530
350,25700
722,17960
353,10880
793,53770
755,17340
246,22500
607,15730
1492,31860
545,55180
897,6250
1309,20040
1460,13620
542,61040
484,52680
817,16090
873,43190
1166,18280
1396,72570
378,9190
25,39200
68,16630
1067,8340
1475,11740
589,21730
1202,29150
1490,9360
596,22490
136,9700
1523,14140
968,39740
677,38380
1395,29230
491,27710
1469,9200
649,21590
408,38060
385,26730
372,32330
1242,20220
854,20550
764,19360
1126,13060
135,19680
399,32640
241,17090
1192,13670
1354,55790
347,37070
19,44170
1464,3750
255,13630
1461,36030
932,27140
816,13560
266,42350
53,26490
1514,27730
992,20750
627,15160
713,33480
848,15630
595,18600
80,39950
154,20270
1103,25490
787,18700
550,32930
585,32430
530,23080
380,5980
1366,34140
676,43790
513,12070
966,13570
333,29570
700,30070
356,49030
112,23850
9,33520
573,51210
514,21210
103,8370
997,22500
565,12630
85,8310
1532,19410
1090,9500
1109,26540
441,12080
1033,19600
52,15270
926,21570
817,19420
826,22490
310,16660
510,18700
562,24340
853,45040
1140,25840
629,19260
1431,15660
681,31490
329,13230
389,28730
544,21000
703,57640
745,49870
417,45120
578,35940
1272,15450
624,30390
85,11960
1472,7930
216,40890
274,32280
350,28820
198,20890
540,12880
1218,15630
488,28890
1310,29120
990,20040
589,3250
1386,18220
1167,32460
1143,10530
1285,17820
572,31340
1262,30980
1538,31800
727,20040
861,35540
252,48380
585,39340
188,35060
355,18020
696,27100
266,29970
580,41110
110,31780
918,33190
24,28510
253,14620
685,15730
1534,27030
365,27250
767,31760
991,25970
248,15840
171,26730
795,29140
1223,37140
169,15640
1300,12080
584,41860
125,26220
959,26570
1081,46090
746,36600
893,20680
877,13660
1575,23160
444,22000
1498,7310
1558,27280
879,26760
353,15850
239,38240
560,50380
1536,26550
1035,33710
569,29730
232,30160
2,18140
1255,35940
1336,13210
972,19360
1344,21980
347,38410
475,25490
484,21940
635,6890
1581,13180
1045,44350
114,18390
943,11930
634,10520
913,35080
562,28060
725,25770
435,12460
118,14730
238,20860
602,20980
1553,26390
1170,23500
1497,9790
378,31780
987,29720
1494,27430
192,37720
62,24730
1357,23620
768,11980
205,32910
1220,13830
214,33450
1007,14500
318,31300
45,21630
1303,26230
1220,34630
330,43660
151,34310
1232,43570
1103,13900
922,15090
1320,13730
39,17000
175,23180
1529,11860
536,19030
751,19860
309,48930
82,25180
181,37590
234,17070
1357,14300
121,25060
1538,21420
1354,15480
248,20650
1169,18730
648,19960
234,39270
89,36140
977,26610
1027,3780
1415,35620
527,13670
658,11240
632,17230
454,52480
1090,11860
358,6100
938,16840
1138,37840
1075,27450
1183,30500
1032,17680
779,23960
818,14150
721,48680
1547,9090
687,13320
734,24060
797,9430
468,28590
595,40120
873,29940
401,47950
556,28060
1574,7960
1342,19500
1342,34500
563,15060
1030,18850
1137,15060
358,13440
1023,18960
1577,7390
1552,35340
5,13040
1331,51530
113,11180
257,16620
1224,20610
1018,8320
93,54540
1596,5760
340,15950
772,12630
1317,54300
1540,9760
154,19060
1481,53740
1184,18580
286,25050
371,33580
1206,30290
325,10890
854,28270
805,22300
1436,34030
549,12080
7,20110
1566,15500
639,34360
402,34310
270,18820
394,47830
705,33370
271,26760
213,7930
1131,22150
540,20170
612,46380
975,36580
656,34030
856,9520
399,23250
903,20890
1524,18020
788,35840
925,7110
537,40100
91,24360
1156,34080
510,14800
1584,24450
1562,25620
1397,25130
673,14930
79,21330
363,32130
568,27220
1127,41740
1270,7640
1547,24370
332,8530
1362,42990
1406,36180
1544,11480
1028,20310
100,16630
862,8520
249,28870
701,21780
477,9930
1540,18470
846,45360
749,36280
1099,16360
1500,15700
1562,18070
882,21110
649,5340
313,21820
973,31040
1071,22910
654,3550
575,29360
739,41100
403,39250
1283,30950
1309,19480
231,29970
523,32110
224,32430
942,27530
1492,8910
525,26480
661,24130
1409,25740
751,29500
289,19060
964,17090
607,11870
1477,18860
1100,16920
1095,13070
844,14090
1445,18060
778,20750
1235,30070
122,16830
1047,10790
1395,14380
978,7590
830,8530
589,44870
35,23770
417,31550
540,48960
1399,48820
1242,17890
697,20500
1343,24990
716,35600
725,46340
1474,14960
315,35400
1252,82120
306,28050
1229,26390
572,21240
1403,13630
1162,22370
508,28980
1272,6880
707,26290
391,20030
667,20980
78,38120
1281,19900
949,45370
516,13730
178,17880
330,17100
1512,43290
1366,12700
781,11270
563,21350
1458,25700
117,22480
1116,24150
487,29150
1245,18770
231,64180
1016,35310
1302,25050
1567,21070
25,37290
1138,9700
1232,34670
480,30930
134,43180
466,33910
1195,33680
856,19590
493,37420
1012,58970
1413,4800
1144,29480
312,12590
752,35890
1247,40590
1304,21930
1154,16380
778,28050
1261,28520
1289,27280
1221,9700
565,16570
1285,6840
1455,10440
216,15600
376,9110
220,35060
698,22770
726,32380
960,26330
573,27470
1554,14270
201,18730
393,15940
552,10860
375,33900
888,36280
427,21380
969,46980
1428,20680
1081,15200
553,24180
1150,25600
1357,6460
810,13020
622,24780
714,20030
1586,14410
1315,28330
537,64570
32,29130
750,14190
1544,22780
250,42720
12,15320
1460,99360
1573,18280
434,36600
1403,17670
308,27580
1426,79840
1500,111190
95,37900
1543,12190
515,27700
128,25060
971,11110
111,27180
1549,18460
833,13890
1190,26770
193,29480
621,33730
988,19360
1222,44390
807,56930
607,27150
1465,21040
761,3550
140,15320
123,28240
1010,4420
435,13670
753,23290
762,16540
1557,37600
1527,17900
372,40180
763,16810
411,30220
255,18110
129,2380
932,29880
1152,36540
402,28030
659,28500
973,23650
741,45120
1280,23180
711,45960
1196,16220
1088,7820
1165,16800
314,30610
1024,15970
302,36580
349,46200
364,24960
1402,14700
387,25610
1317,29380
511,5560
1426,21580
664,18970
653,6400
1216,20880
58,9860
373,40660
731,39900
158,25180
583,24060
1242,16930
447,67800
1567,26380
1362,26480
609,17340
372,29310
1128,38380
335,17010
1395,28540
1106,30050
300,21150
971,16900
98,18170
1525,14110
188,15860
1133,53650
1190,35010
127,29960
1244,23780
899,37670
477,28900
1019,27980
53,32750
1207,43730
268,23730
359,18110
256,26230
1559,31440
349,11860
216,23650
639,17080
490,33580
428,27250
278,23350
489,29730
178,79730
389,31340
264,32150
331,10650
908,11110
62,24780
1205,13090
1374,14980
64,8860
763,18790
592,15070
1356,36280
728,41740
121,24780
946,19960
642,22370
1429,19030
292,16100
910,14720
1225,34670
235,16710
916,13780
1371,32170
1347,14160
539,23430
1026,63650
297,11450
731,14510
151,16540
230,23270
843,17810
1204,51770
719,36730
1301,11900
208,34980
994,23420
216,25140
903,32400
1169,8910
863,33020
1274,26980
915,18460
1230,18120
187,46190
1045,35310
420,27480
1115,32640
1226,14820
438,18220
303,24820
1400,23420
1099,32480
37,15250
352,29140
961,48430
632,33460
400,21860
1337,47440
606,25610
825,107850
65,9860
570,63220
552,43440
380,16490
1361,20930
1523,24960
642,11740
962,27480
1180,26390
950,35020
1091,39180
56,17340
987,4810
1108,9070
810,42480
328,29800
178,45760
147,20380
173,16340
175,27900
55,27480
204,38300
396,24750
43,11750
1518,29460
339,17960
214,34980
1010,32760
733,11380
1435,17900
217,41780
1486,6940
810,10810
20,7330
496,22660
1258,24060
184,35090
523,25600
174,19550
1558,8410
1104,29720
176,16960
1222,18510
1082,7820
1371,30320
169,33180
1047,35680
696,35410
1567,22980
329,18230
463,10100
917,16480
695,13900
74,7890
512,14020
1083,15090
961,17580
150,67680
1153,19780
808,16600
1295,41270
1407,25740
133,36360
722,21220
1267,30610
425,18920
748,19090
1453,34720
663,17490
212,41070
563,12080
1113,10960
1528,22600
59,21380
470,23080
87,36250
1048,22680
898,21160
1104,16960
1525,16920
708,18380
450,43960
294,36860
385,10060
1447,19930
479,25900
921,12310
730,26040
382,6850
687,41020
916,74380
915,36140
1393,28870
104,19300
24,36150
1206,22580
9,10960
1456,14740
861,11310
122,25060
34,22300
1009,22980
743,35250
1206,23580
60,25700
1448,41870
783,13510
1035,28280
1357,22270
646,17080
316,38110
1476,17830
1291,32480
456,21440
1470,17970
770,18270
1305,34540
995,19380
1226,50800
1258,12750
1543,14870
943,37690
226,30920
1432,24990
1149,20980
1473,23980
400,17900
1490,51850
978,280680
735,12640
1563,22210
228,31250
1106,24120
217,20680
125,29100
779,39370
1560,15750
367,20810
1531,13230
827,15560
952,6430
8,21860
937,49890
298,10890
293,12520
218,41040
87,25630
251,26000
619,18120
319,21800
325,38740
1246,40780
1351,15190
528,25690
590,14680
117,26200
1356,11580
1417,29190
196,17710
756,27970
1387,27010
1115,16230
309,33520
55,34910
1420,15960
1473,17830
1410,28330
1420,8400
688,25280
751,8450
875,24400
418,67300
438,20500
1127,12070
638,16940
457,94500
174,46420
1330,10350
374,55980
1450,11280
89,20450
908,20110
395,30470
495,33730
649,18680
654,33460
305,21180
958,21200
1261,40450
414,15350
778,28540
1340,25180
546,13780
1085,21930
454,22780
741,17340
574,33580
858,39550
317,25960
1108,31070
73,33110
26,29370
1593,39030
400,21540
1370,23530
1389,19450
736,27710
591,23580
482,13740
134,14450
1499,21450
867,28780
121,18430
1254,34580
1015,32110
458,78520
1441,22400
1071,17000
214,5330
1480,73590
101,10980
933,27090
406,48930
153,13510
341,14020
138,11970
1113,37860
434,23730
1566,21220
1123,45120
856,15840
1508,25160
1015,44240
1353,53620
1556,29740
1321,29870
111,18340
1264,31490
1550,15880
1283,28900
880,14430
1491,19630
572,12880
414,17490
819,19360
855,18580
789,30920
17,16830
292,38910
465,22780
1170,25420
513,36470
1444,21580
1056,24730
62,7910
82,13400
893,9180
1146,22910
1195,12190
1060,30920
881,23430
557,40680
1392,19220
410,32380
352,8940
1394,46360
902,16100
428,31590
226,27350
1210,27630
237,34490
140,33020
1417,51120
1017,20120
849,21570
476,12700
1007,18750
1093,19250
1393,26690
1237,19190
1259,15100
1501,25980
832,11280
1299,15730
995,4810
959,27280
504,24840
1370,38310
1547,15880
199,43030
975,5630
1468,25700
327,19200
1225,28540
782,12080
1171,31300
923,27530
571,28730
1371,143400
879,11430
1564,11240
1087,29980
1048,19860
1382,27040
1260,52970
1109,31300
680,16560
816,44260
955,6640
80,6700
82,18960
20,13210
496,48650
659,13320
1293,36880
848,29100
623,49890
354,10800
1275,5880
1213,29870
559,29580
91,26390
79,10590
227,38740
499,76830
6,19850
206,22110
1229,13890
671,23080
766,45330
586,13540
412,37740
980,8000
397,30820
1455,36270
1244,19780
1362,15290
1448,20150
310,38140
976,12610
1312,19620
1181,28740
98,33530
267,29550
422,24730
929,19410
50,19830
1147,15910
523,10480
757,27520
148,32190
1169,23720
669,6640
1246,16480
905,40310
1394,32980
1416,34420
1204,16210
1050,3760
1250,42020
33,14800
1573,37420
864,18420
675,29740
1546,18640
391,19190
657,37360
193,34700
251,17750
1026,5380
52,26490
655,16590
1369,15580
1321,49070
264,18190
1353,24060
696,24500
811,29570
980,35280
609,34220
306,22660
1223,14260
1003,16780
1542,7330
434,31010
575,9180
438,10570
304,19240
215,8060
931,25280
1478,37180
1481,14740
263,31520
892,38140
626,26560
145,3920
978,13570
997,15190
1535,29380
463,17690
324,70020
236,26200
1016,29230
1426,22000
1269,36230
498,17530
465,21210
1239,19180
884,15830
111,37490
1065,15940
411,19060
744,15280
1468,27700
217,43180
376,37030
130,51730
1009,87190
1496,30410
1194,31890
389,16620
830,32580
149,66000
1050,14000
1445,17530
136,23140
1231,26060
674,21580
102,12690
1054,15320
314,18700
646,15480
1218,16420
902,47280
1512,20120
197,20500
960,35360
723,32430
1106,36380
857,16700
625,19870
1275,20500
596,20970
194,41690
1223,44860
597,15730
611,15880
1234,18770
1446,36270
1590,36470
688,19440
1521,29390
778,24740
1422,54220
722,17670
18,29130
1059,28540
1262,25600
0,41190
984,16460
1580,66100
852,20240
1501,8460
1166,28780
1446,16790
18,20020
1580,23740
451,31610
1240,34750
358,33580
207,30830
81,15970
1573,73070
432,20110
344,36000
179,31620
825,18270
914,14380
155,19060
742,42640
418,28650
975,12970
1161,14290
1575,37970
541,55180
1076,54290
91,44610
531,26020
504,50170
453,24990
683,13700
693,11370
505,20050
945,22420
635,24170
1280,47510
1336,18870
984,35980
1466,34000
92,45980
1107,39910
789,12630
1466,8210
938,46620
473,34000
1085,58820
1577,13510
26,28270
333,22850
1348,40610
1220,18510
969,29080
1354,30400
232,13120
811,23350
1340,30000
853,17190
215,43000
101,27960
66,28270
1343,32440
490,52740
820,14490
497,51630
875,9220
1375,20150
576,7320
1068,11380
524,38830
638,23730
1229,17480
1018,11280
139,15240
775,19190
227,21070
1118,18340
1306,24280
655,24600
218,45760
94,18300
40,11640
660,28300
790,14200
1579,39980
867,13760
1339,14420
1120,11530
1523,19960
472,39310
143,26200
203,30290
1115,22790
768,17300
431,20880
316,10650
1332,35360
665,30730
52,19050
1410,6940
1082,29730
728,16180
743,9360
532,14620
1095,51820
1361,10100
906,14620
1022,13200
1173,12700
1099,30490
16,16190
193,23160
388,24180
685,36780
342,34970
679,29620
1272,17060
818,20000
1546,32190
1085,25850
1256,31520
666,33460
567,8700
849,44400
1291,25540
402,41460
1394,19700
1135,22400
1278,16780
1437,25450
1582,31180
965,7680
746,25590
408,14010
69,27480
568,55880
567,26980
1006,18000
1056,36780
832,57380
1017,27590
1040,19770
982,5930
410,16930
1203,6340
1151,17580
1512,11180
782,2880
1414,8660
478,15800
850,22210
208,12950
1323,24710
1077,28330
1310,20900
796,41690
1128,22460
72,21980
343,19400
1434,23980
963,26550
110,13480
888,38110
1549,80640
918,30920
1356,28740
271,21910
323,17700
64,24060
770,34110
1046,44240
1081,20430
1471,17870
522,24180
1255,17430
1454,59760
1493,20710
755,28660
442,6330
1205,22000
1264,35280
452,38110
989,15190
562,19660
882,32380
488,8470
539,33730
1546,28870
249,17640
1004,5080
1019,27340
384,11980
1176,24590
714,31960
905,15410
1088,41160
1034,27280
1171,28540
1436,32450
647,14630
459,29150
493,5460
1061,24810
88,26070
613,5340
246,25640
1504,29870
497,17130
1545,26390
365,29640
109,14690
483,31620
554,10680
541,15340
876,19650
110,22120
1322,23710
878,33060
148,25020
1000,12760
974,37740
1524,4560
939,10870
574,14030
82,19410
156,33860
244,22120
1360,18060
223,12260
1523,30840
1039,30910
1464,33680
1442,15060
960,18860
626,34960
1053,6030
1197,13350
1259,27120
951,19520
609,22880
944,28250
403,16620
1345,14730
362,39200
631,38570
1585,36770
525,18880
667,14860
1390,30180
934,9790
1055,27020
1069,20310
1480,22120
501,16930
613,30760
556,29020
1114,14930
452,25400
693,41170
689,31230
859,15830
377,54150
188,13540
924,21500
722,21780
1323,11540
1224,21730
