,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
18,MERCEDES CLASSE A 4,IV 200 D AMG LINE 8G-DCT,50490,94,2023,02/05/2023,non requis,9 900 Km,Diesel,automatique,Noir cosmos métallisé,5,5,,,,oui,,8 CV,150 ch,2,126 g/kmC,4.8 l/100km,EURO6
19,MERCEDES EQC,400 AMG LINE 4MATIC,82150,74,2022,20/04/2022,non requis,43 375 Km,Electrique,automatique,Noir obsidienne,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,408 ch,0,0 g/kmA,,EURO6
20,MERCEDES GLE COUPE,43 AMG 4MATIC,67800,69,2018,28/03/2018,requis,115 200 Km,Essence,automatique,blanc,5,5,6 mois,,,non,3,26 CV,390 ch,1,215 g/kmF,9.4 l/100km,EURO6
21,MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT,31050,45,2019,29/06/2019,non requis,71 767 Km,Diesel,automatique,GRIS C,5,5,24 mois,,Mercedes-Benz Certified,non,,6 CV,116 ch,2,107 g/kmB,4 l/100km,EURO6
22,MERCEDES CLASSE A 4,IV 200 D AMG LINE 8G-DCT,39390,45,2022,25/07/2022,non requis,42 060 Km,Diesel,automatique,Noir cosmos métallisé,5,5,24 mois,en cours,Mercedes-Benz Certified,oui,,8 CV,150 ch,2,130 g/kmC,5 l/100km,EURO6
23,MERCEDES CLASSE A 4 BERLINE,IV BERLINE 180 D AMG LINE 7G-DCT,32650,36,2020,29/03/2020,non requis,79 922 Km,Diesel,automatique,BLANC,4,5,24 mois,,Mercedes-Benz Certified,oui,,6 CV,116 ch,2,100 g/kmA,3.8 l/100km,EURO6
24,MERCEDES CLASSE A 4 BERLINE,IV BERLINE 180 D STYLE LINE 7G-DCT,29760,24,2020,25/09/2020,non requis,49 200 Km,Diesel,automatique,Noir,4,5,12 mois,,,oui,,6 CV,116 ch,2,100 g/kmA,3.8 l/100km,EURO6
25,MERCEDES GLC,250 D BUSINESS EXECUTIVE 4MATIC BVA9,47820,75,2020,22/04/2020,non requis,29 204 Km,Diesel,automatique,Noir obsidienne,5,5,24 mois,,Mercedes-Benz Certified,non,,12 CV,204 ch,2,155 g/kmD,5.9 l/100km,EURO6
26,MERCEDES GLC,250 SPORTLINE 4MATIC BVA9,41620,74,2019,05/03/2019,non requis,84 183 Km,Essence,automatique,Bleu cavansite,5,5,24 mois,,Mercedes-Benz Certified,non,,12 CV,211 ch,1,171 g/kmE,7.5 l/100km,EURO6
27,MERCEDES GLB,200 D AMG LINE,51480,74,2021,10/10/2021,non requis,69 048 Km,Diesel,automatique,Noir cosmos métallisé,5,7,24 mois,,Mercedes-Benz Certified,oui,,8 CV,150 ch,2,149 g/kmD,5.7 l/100km,EURO6
28,MERCEDES CLASSE A 4,IV 200 D PROGRESSIVE LINE 8G-DCT,36870,29,2021,07/01/2022,non requis,37 028 Km,Diesel,automatique,blanc,5,5,6 mois,,,non,,8 CV,150 ch,2,104 g/kmB,3.9 l/100km,EURO6
29,MERCEDES CLASSE C 3 SW AMG,III SW 63 AMG AVANTGARDE BVA7 SPEEDSHIFT PLUS,37780,69,2009,14/09/2009,requis,195 600 Km,Essence,automatique,blanc,5,5,6 mois,,,non,4,37 CV,457 ch,2,326 g/kmG,9.5 l/100km,EURO4
30,MERCEDES CLASSE M 2,II ML 320 CDI SPORT 7G-TRONIC,10600,34,2008,09/07/2008,requis,267 388 Km,Diesel,automatique,NOIR,5,5,,,,non,,15 CV,224 ch,3,245 g/kmF,9.3 l/100km,EURO4
31,MERCEDES GLA 2,II 250 E AMG LINE 8G-DCT,72440,59,2023,02/03/2023,non requis,7 380 Km,Hybride essence électrique,automatique,Bleu denim métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,8 CV,160 ch,1,29 g/kmA,,EURO6
32,MERCEDES GLB,200 D AMG LINE,56270,59,2022,16/04/2022,non requis,30 546 Km,Diesel,automatique,BLANC,5,7,24 mois,en cours,Mercedes-Benz Certified,oui,,8 CV,150 ch,2,148 g/kmD,5.7 l/100km,EURO6
33,MERCEDES CLASSE C 4 COUPE,IV (2) COUPE 300 D 14CV AMG LINE 4MATIC,55770,62,2020,07/10/2020,non requis,44 744 Km,Diesel,automatique,Gris graphite métallisé,2,4,24 mois,,Mercedes-Benz Certified,non,,14 CV,245 ch,2,138 g/kmC,5.2 l/100km,EURO6
34,MERCEDES GLA 2,II 250 E AMG LINE 8G-DCT,72440,59,2023,02/03/2023,non requis,7 380 Km,Hybride essence électrique,automatique,Bleu denim métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,8 CV,160 ch,1,29 g/kmA,,EURO6
35,MERCEDES GLC COUPE,(2) 300 E 4MATIC AMG LINE 9G-TRONIC,79440,94,2021,25/10/2021,non requis,34 537 Km,Hybride essence électrique,automatique,149 BLANC POLAIRE,5,5,24 mois,,Mercedes-Benz Certified,oui,,10 CV,211 ch,1,48 g/kmA,,EURO6
36,MERCEDES GLB,200 D PROGRESSIVE LINE,49580,78,2022,26/03/2022,non requis,81 499 Km,Diesel,automatique,191 NOIR COSMOS,5,7,24 mois,en cours,Mercedes-Benz Certified,oui,,8 CV,150 ch,2,146 g/kmD,5.6 l/100km,EURO6
37,MERCEDES GLC COUPE,(2) 300 E 4MATIC AMG LINE 9G-TRONIC,76260,91,2021,12/03/2021,non requis,59 493 Km,Hybride essence électrique,automatique,992 GRIS SELENITE,5,5,24 mois,,Mercedes-Benz Certified,oui,,10 CV,211 ch,1,48 g/kmA,,EURO6
38,MERCEDES EQC,400 EDITION 1886 4MATIC,75780,91,2021,16/09/2021,non requis,13 757 Km,Electrique,automatique,831 GRIS GRAPHITE METAL,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,408 ch,0,0 g/kmA,,EURO6
39,MERCEDES CLASSE A 4,IV 180 D AMG LINE 7G-DCT 100G,35820,78,2021,27/04/2021,non requis,17 066 Km,Diesel,automatique,667 BLEU DENIM,5,5,24 mois,,Mercedes-Benz Certified,oui,,6 CV,116 ch,2,,,EURO6
40,MERCEDES VITO 3,III 114 CDI 136 CH LONG PRO TRACTION,36190,71,2021,23/07/2021,non requis,48 070 Km,Diesel,mécanique,gris foncé,4,3,,,,non,2,6 CV,136 ch,2,192 g/kmE,,EURO6
41,MERCEDES CLASSE E 5 CABRIOLET,V CABRIOLET 200 EXECUTIVE,51020,60,2019,30/08/2019,non requis,48 897 Km,Essence,automatique,blanc,2,4,12 mois,,,non,3,10 CV,184 ch,1,145 g/kmD,5.4 l/100km,EURO6
42,MERCEDES GLA 2,II 250 E PROGRESSIVE LINE DCT,52510,22,2022,01/11/2022,non requis,46 455 Km,Hybride essence électrique,automatique,Blanc digital métallisé (144),5,5,24 mois,en cours,Mercedes-Benz Certified,non,,8 CV,218 ch,1,31 g/kmA,1.4 l/100km,EURO6
43,MERCEDES GLC,220 D SPORTLINE 4MATIC,43340,22,2018,06/04/2018,requis,64 121 Km,Diesel,automatique,Gris montagne métallisé (787),5,5,24 mois,,Mercedes-Benz Certified,oui,,9 CV,170 ch,2,129 g/kmC,5 l/100km,EURO6
44,MERCEDES GLC,(2) 220 D AMG LINE LAUNCH EDITION 4MATIC,56600,92,2021,08/05/2021,non requis,13 150 Km,Diesel,automatique,Gris sélénite métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,11 CV,194 ch,2,139 g/kmC,5.3 l/100km,EURO6
45,MERCEDES CLASSE B 3,III 180 7CV PROGRESSIVE LINE EDITION 7G-DCT,32740,92,2020,09/08/2020,non requis,40 295 Km,Essence,automatique,Gris montagne métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,7 CV,136 ch,1,119 g/kmB,5.2 l/100km,EURO6
46,MERCEDES GLC COUPE,250 FASCINATION 4MATIC,51940,92,2020,17/12/2020,non requis,42 378 Km,Essence,automatique,Noir obsidienne métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,13 CV,211 ch,1,171 g/kmE,7.5 l/100km,EURO6
47,MERCEDES CLA 2,II 250 E AMG LINE 8G-DCT,58530,92,2023,23/10/2023,non requis,10 282 Km,Hybride essence électrique,automatique,Noir,4,5,24 mois,,Mercedes-Benz Certified,non,,8 CV,160 ch,1,21 g/kmA,,EURO6
48,MERCEDES GLC,220 D SPORTLINE 4MATIC,43340,22,2018,06/04/2018,requis,64 121 Km,Diesel,automatique,Gris montagne métallisé (787),5,5,24 mois,,Mercedes-Benz Certified,oui,,9 CV,170 ch,2,129 g/kmC,5 l/100km,EURO6
49,MERCEDES CLASSE B 3,III 180 7CV PROGRESSIVE LINE EDITION 7G-DCT,32740,92,2020,09/08/2020,non requis,40 295 Km,Essence,automatique,Gris montagne métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,7 CV,136 ch,1,119 g/kmB,5.2 l/100km,EURO6
50,MERCEDES GLC COUPE,250 FASCINATION 4MATIC,51940,92,2020,17/12/2020,non requis,42 378 Km,Essence,automatique,Noir obsidienne métallisé,5,5,24 mois,,Mercedes-Benz Certified,non,,13 CV,211 ch,1,171 g/kmE,7.5 l/100km,EURO6
51,MERCEDES CLA 2,II 250 E AMG LINE 8G-DCT,58530,92,2023,23/10/2023,non requis,10 282 Km,Hybride essence électrique,automatique,Noir,4,5,24 mois,,Mercedes-Benz Certified,non,,8 CV,160 ch,1,21 g/kmA,,EURO6
52,MERCEDES CLASSE E 5 BREAK,V BREAK 350 D AVANTGARDE LINE 9G-TRONIC,50920,92,2020,28/07/2020,non requis,65 030 Km,Diesel,automatique,Gris sélénite,5,5,24 mois,,Mercedes-Benz Certified,oui,,17 CV,286 ch,2,139 g/kmC,5.3 l/100km,EURO6
53,MERCEDES CLASSE A 4,IV 220 D AMG LINE 8G-DCT,48170,81,2022,05/06/2022,non requis,27 921 Km,Diesel,automatique,BLANC POLAIRE,5,5,,en cours,,non,,10 CV,190 ch,2,132 g/kmC,5 l/100km,EURO6
54,MERCEDES CLASSE E 5 CABRIOLET,V CABRIOLET 200 EXECUTIVE,51020,60,2019,30/08/2019,non requis,48 897 Km,Essence,automatique,blanc,2,4,12 mois,,,non,3,10 CV,184 ch,1,145 g/kmD,5.4 l/100km,EURO6
55,MERCEDES CLASSE S 7 COUPE AMG,VII COUPE 63 AMG,140170,17,2017,18/11/2017,requis,42 090 Km,Essence,automatique,Blanc Satin,2,4,,,,non,2,50 CV,585 ch,1,242 g/kmF,8 l/100km,EURO6
56,MERCEDES GLB,200 D AMG LINE,53090,82,2022,26/01/2023,non requis,37 064 Km,Diesel,automatique,BLANC POLAIRE,5,7,,en cours,,non,,8 CV,150 ch,2,148 g/kmD,5.7 l/100km,EURO6
57,MERCEDES GLA 2,II 200 PROGRESSIVE LINE DCT,44080,81,2021,02/09/2021,non requis,30 294 Km,Essence,automatique,GRIS MONTA,5,5,,,,non,,9 CV,163 ch,1,151 g/kmD,6.6 l/100km,EURO6
58,MERCEDES CLASSE C 4 SW,IV (2) SW 220 D AMG LINE 9G-TRONIC,49980,81,2021,05/07/2021,non requis,55 329 Km,Diesel,automatique,GRIS GRAPHITE,5,5,,,,non,,10 CV,194 ch,2,137 g/kmC,5.2 l/100km,EURO6
59,MERCEDES GLC,350 D FASCINATION 4MATIC,56250,38,2018,20/04/2018,requis,57 136 Km,Diesel,automatique,bleu,5,5,12 mois,,,non,3,16 CV,259 ch,2,159 g/kmD,5.3 l/100km,EURO6
60,MERCEDES CLASSE C 4 COUPE,IV (2) COUPE 220 D 9G-TRONIC 4MATIC AMG LINE,71780,29,2023,20/06/2023,non requis,14 131 Km,Diesel,automatique,Noir obsidienne métallisée,2,4,24 mois,,Mercedes-Benz Certified,non,,11 CV,194 ch,2,135 g/kmC,5.2 l/100km,EURO6
61,MERCEDES GLE COUPE 2 AMG,II COUPE 63 S AMG 4MATIC+,199390,83,2023,09/02/2023,non requis,15 499 Km,Essence,automatique,Noir obsidienne métallisé,5,5,24 mois,en cours,Mercedes-Benz Certified,non,,55 CV,612 ch,1,,,EURO6
62,MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D 7CV FASCINATION 7G-DCT,30960,64,2020,30/05/2020,non requis,66 886 Km,Diesel,automatique,gris foncé,5,5,12 mois,,,non,3,7 CV,136 ch,2,141 g/kmD,5.2 l/100km,EURO6
63,MERCEDES GLA 2,II 250 E PROGRESSIVE LINE 8G-DCT,56820,89,2022,08/05/2022,non requis,18 787 Km,Hybride essence électrique,automatique,Gris,5,5,24 mois,,Mercedes-Benz Certified,oui,1,8 CV,161 ch,1,30 g/kmA,,EURO6
64,MERCEDES EQC,400 4MATIC AMG LINE,89470,29,2023,08/12/2023,non requis,9 968 Km,Electrique,automatique,Blanc polaire,5,5,24 mois,,Mercedes-Benz Certified,non,,11 CV,408 ch,0,0 g/kmA,,EURO6
65,MERCEDES GLA,200 SENSATION 7G-DCT,25860,29,2016,20/01/2017,requis,89 704 Km,Essence,automatique,Noir cosmos,5,5,12 mois,,,non,,8 CV,156 ch,1,135 g/kmC,5.7 l/100km,EURO5
66,MERCEDES CLASSE C 4 COUPE,IV (2) COUPE 220 D 9G-TRONIC 4MATIC AMG LINE,71780,29,2023,20/06/2023,non requis,14 131 Km,Diesel,automatique,Noir obsidienne métallisée,2,4,24 mois,,Mercedes-Benz Certified,non,,11 CV,194 ch,2,135 g/kmC,5.2 l/100km,EURO6
67,MERCEDES GLE COUPE 2 AMG,II COUPE 63 S AMG 4MATIC+,199390,83,2023,09/02/2023,non requis,15 499 Km,Essence,automatique,Noir obsidienne métallisé,5,5,24 mois,en cours,Mercedes-Benz Certified,non,,55 CV,612 ch,1,,,EURO6
68,MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D FASCINATION 4MATIC 7G-DCT,33230,84,2019,26/08/2019,non requis,99 196 Km,Diesel,automatique,GRIS F,5,5,24 mois,,Mercedes-Benz Certified,non,,7 CV,136 ch,2,136 g/kmC,5.1 l/100km,EURO6
69,MERCEDES GLA,(2) 200 SENSATION,31500,84,2020,01/12/2020,non requis,64 010 Km,Essence,mécanique,GRIS F,5,5,24 mois,,Mercedes-Benz Certified,oui,,9 CV,156 ch,1,141 g/kmD,9.4 l/100km,EURO6
70,MERCEDES CLASSE A 4,IV 200 D PROGRESSIVE LINE 8G-DCT,36160,67,2021,19/04/2021,non requis,53 211 Km,Diesel,automatique,NOIR,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,150 ch,2,129 g/kmC,4.9 l/100km,EURO6
71,MERCEDES CLASSE B 3,III B 200 D 7CV AMG LINE EDITION 8G-DCT,35980,13,2020,24/11/2020,non requis,69 062 Km,Diesel,automatique,GRIS F,5,5,24 mois,,Mercedes-Benz Certified,oui,,7 CV,150 ch,2,104 g/kmB,3.9 l/100km,EURO6
72,MERCEDES CLASSE A 4,IV 250 E 8CV AMG LINE 8G-DCT,46120,13,2021,07/06/2021,non requis,77 154 Km,Hybride essence électrique,automatique,Gris Foncé Métal,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,218 ch,1,,,EURO6
73,MERCEDES CLASSE A 4,CLASSE A 180 7G-DCT AMG LINE,33060,71,2021,03/07/2021,non requis,20 328 Km,Essence,automatique,Noir,5,,24 mois,,Mercedes-Benz Certified,non,,7 CV,136 ch,,134 g/kmC,,
74,MERCEDES GLC 2,II 220 D AMG LINE 4MATIC 9G-TRONIC,88200,12,2023,04/01/2024,non requis,11 876 Km,Diesel,automatique,Noir obsidienne métallisé,5,5,,,,non,,11 CV,197 ch,2,136 g/kmC,5.2 l/100km,EURO6
75,MERCEDES CLASSE E 5,V 220 D AVANTGARDE LINE 9G-TRONIC,50800,31,2021,24/11/2021,non requis,49 126 Km,Diesel,automatique,Noir Métal OBSISIEN,4,5,12 mois,,,non,,10 CV,194 ch,2,140 g/kmC,5.4 l/100km,EURO6
76,MERCEDES CLASSE CLS 2,II (2) 350 D FASCINATION 4MATIC,35820,31,2016,11/07/2016,requis,123 200 Km,Diesel,automatique,Noir Métal OBSISIEN,4,4,12 mois,,,non,,16 CV,258 ch,2,166 g/kmE,6.2 l/100km,EURO6
77,MERCEDES CLASSE A 4,IV 160 BUSINESS LINE,25090,76,2020,20/03/2020,non requis,32 849 Km,Essence,mécanique,GRIS,5,5,6 mois,,,oui,,6 CV,109 ch,1,125 g/kmC,5.5 l/100km,EURO6
78,MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D 7CV FASCINATION 7G-DCT,30960,64,2020,30/05/2020,non requis,66 886 Km,Diesel,automatique,gris foncé,5,5,12 mois,,,non,3,7 CV,136 ch,2,141 g/kmD,5.2 l/100km,EURO6
79,MERCEDES GLA,220 D FASCINATION 7G-DCT,28350,95,2018,22/03/2018,requis,66 717 Km,Diesel,automatique,NOIR,5,5,,,,non,,9 CV,177 ch,2,115 g/kmB,4.4 l/100km,EURO6
80,MERCEDES GLC,300 FASCINATION 4MATIC BVA9,55980,94,2020,04/09/2020,non requis,46 302 Km,Essence,automatique,NOIR,5,5,6 mois,,,oui,,15 CV,245 ch,1,178 g/kmE,7.8 l/100km,EURO6
81,MERCEDES CLASSE C 4 COUPE,CLASSE C COUPE 220 D 9G-TRONIC EXECUTIVE,36280,89,2019,21/06/2019,non requis,89 459 Km,Diesel,automatique,Bleu,2,,24 mois,,Mercedes-Benz Certified,non,,9 CV,170 ch,,124 g/kmC,,
82,MERCEDES CLASSE A 4,IV 250 E 8CV AMG LINE 8G-DCT,52440,67,2021,09/01/2022,non requis,46 096 Km,Hybride essence électrique,automatique,Noir cosmos métallisé,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,218 ch,1,24 g/kmA,1.1 l/100km,EURO6
83,MERCEDES CLASSE A 3,III 200 CDI 2.1 FASCINATION 7G-DCT,23740,35,2016,20/01/2017,requis,79 741 Km,Diesel,automatique,Noir Cosmos,5,5,6 mois,,,non,,7 CV,136 ch,2,102 g/kmB,4.1 l/100km,EURO5
84,MERCEDES CLASSE C 4,IV 220 D SPORTLINE 9G-TRONIC,28600,67,2019,17/07/2019,non requis,88 532 Km,Diesel,automatique,Gris sélénite,4,5,12 mois,,,non,,9 CV,170 ch,2,109 g/kmB,4.5 l/100km,EURO6
85,MERCEDES GLA 2,II 250 E PROGRESSIVE LINE 8G-DCT,56820,89,2022,08/05/2022,non requis,18 787 Km,Hybride essence électrique,automatique,Gris,5,5,24 mois,,Mercedes-Benz Certified,oui,1,8 CV,161 ch,1,30 g/kmA,,EURO6
86,MERCEDES CLASSE A 4,IV 220 D AMG LINE 8G-DCT,43950,38,2021,16/11/2021,non requis,39 312 Km,Diesel,automatique,noir,5,5,12 mois,,,non,3,10 CV,190 ch,2,133 g/kmC,5.1 l/100km,EURO6
87,MERCEDES CLASSE C 4,IV 200 D SPORTLINE,20890,31,2016,16/09/2016,requis,146 674 Km,Diesel,mécanique,blanc,4,5,3 mois,,,non,2,7 CV,136 ch,2,106 g/kmB,3.6 l/100km,EURO6
88,MERCEDES GLC COUPE,(2) 220 D BUSINESS LINE LAUNCH EDITION 4MATIC,51170,35,2021,29/05/2021,non requis,110 238 Km,Diesel,automatique,NOIR,5,5,12 mois,,,oui,,11 CV,194 ch,2,167 g/kmE,6.4 l/100km,EURO6
89,MERCEDES CLASSE C 2,II (2) 320 CDI ELEGANCE BA7 7G-TRONIC,9320,30,2006,04/10/2006,requis,253 700 Km,Diesel,automatique,Gris,4,5,12 mois,,,non,,14 CV,224 ch,4,192 g/kmE,7.3 l/100km,EURO3
90,MERCEDES CLASSE C 3,III 200 CDI CLASSIC,9020,30,2009,18/04/2009,requis,213 500 Km,Diesel,mécanique,Gris,4,5,3 mois,,,non,,8 CV,136 ch,3,160 g/kmD,6.1 l/100km,EURO4
91,MERCEDES CLASSE A 4,IV 180 PROGRESSIVE LINE 7G-DCT,39960,33,2022,30/11/2022,non requis,34 530 Km,Essence,automatique,Noir,5,5,24 mois,en cours,Mercedes-Benz Certified,non,,7 CV,136 ch,1,136 g/kmC,6 l/100km,EURO6
92,MERCEDES CLASSE A 4,IV 180 D AMG LINE 8G-DCT,39220,83,2022,19/05/2022,non requis,26 143 Km,Diesel,automatique,Blanc digital métallisé,5,5,24 mois,en cours,Mercedes-Benz Certified,oui,,6 CV,116 ch,2,,,EURO6
93,MERCEDES CLASSE A 2,II 170 ELEGANCE CVT 5P,9130,94,2007,18/07/2007,requis,118 859 Km,Essence,automatique,NOIR,5,5,6 mois,,,non,,7 CV,116 ch,2,157 g/kmD,6.6 l/100km,EURO4
94,MERCEDES CLASSE A 3,III (2) 200 D FASCINATION 7G-DCT,28500,31,2019,05/07/2019,non requis,104 701 Km,Diesel,automatique,noir,5,2,,,,oui,1,7 CV,136 ch,2,103 g/kmB,3.6 l/100km,EURO6
95,MERCEDES CLASSE C 4 SW,IV (2) SW 220 D AMG LINE 9G-TRONIC,50820,80,2022,11/10/2022,non requis,25 009 Km,Diesel,automatique,noir,5,5,,en cours,,non,,10 CV,194 ch,2,137 g/kmC,5.2 l/100km,EURO6
96,MERCEDES CLASSE A 3,III 250 FASCINATION 7G-DCT,22780,62,2013,05/06/2013,requis,158 232 Km,Essence,automatique,gris,5,5,,,,non,5,12 CV,211 ch,1,145 g/kmD,5 l/100km,EURO6
97,MERCEDES CLASSE A 4,IV 160 STYLE LINE,26160,56,2020,29/10/2020,non requis,45 285 Km,Essence,mécanique,BLANC,5,5,12 mois,,SPOTICAR,non,,6 CV,109 ch,1,127 g/kmC,5.9 l/100km,EURO6
98,MERCEDES CLASSE A 3 AMG,III 45 AMG 4MATIC,41050,59,2016,29/03/2016,requis,77 145 Km,Essence,automatique,gris,5,5,6 mois,,,non,3,24 CV,360 ch,1,161 g/kmE,6.9 l/100km,EURO6
99,MERCEDES GLA 2,II 250 E AMG LINE 8G-DCT,61870,50,2021,28/08/2021,non requis,58 981 Km,Hybride essence électrique,automatique,Bleu denim métallisé,5,5,24 mois,,Mercedes-Benz Certified,oui,,8 CV,218 ch,1,,,EURO6
