,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
21,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,25710,01,2020,11/09/2020,non requis,86 906 Km,Diesel,mécanique,rouge,5,5,12 mois,,SPOTICAR,non,,6 CV,130 ch,2,106 g/kmB,4 l/100km,EURO6
22,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV STYLE EAT8,34140,86,2021,18/11/2021,non requis,25 569 Km,Essence,automatique,Blanc Nacré (S),5,5,12 mois,,Fiat Autoexpert ALTA,oui,1,7 CV,131 ch,1,151 g/kmD,6.7 l/100km,EURO6
23,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE,27350,13,2019,10/02/2019,non requis,92 354 Km,Diesel,mécanique,Noir,5,5,12 mois,,,non,,6 CV,130 ch,2,106 g/kmB,4.2 l/100km,EURO6
24,PEUGEOT 308 (3E GENERATION),III 1.6 PHEV 225 GT PACK E-EAT8,40540,74,2022,01/09/2022,non requis,20 330 Km,Hybride essence électrique,automatique,P. M. Bleu Vertigo,5,5,12 mois,en cours,SPOTICAR,oui,1,10 CV,225 ch,1,26 g/kmA,,EURO6
25,PEUGEOT 307,(2) 1.6 16S HDI EXECUTIVE 5P,4340,60,2008,16/08/2008,requis,204 107 Km,Diesel,mécanique,bleu marine metal,5,5,3 mois,,,non,4,5 CV,90 ch,3,129 g/kmC,4.3 l/100km,EURO4
26,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S GT LINE 5P,13450,50,2017,12/09/2017,requis,123 709 Km,Essence,mécanique,BLANC,5,5,6 mois,,,non,,5 CV,110 ch,1,104 g/kmB,4.5 l/100km,EURO6
27,PEUGEOT 206,(2) 1.1 POP ART CLIM 5P,1630,95,2002,30/06/2002,requis,266 451 Km,Essence,mécanique,orange opaque (verni sans reflet),5,5,,,,non,7,4 CV,60 ch,3,148 g/kmD,5 l/100km,EURO3
28,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE BVM6,24280,67,2023,30/06/2023,non requis,1 130 Km,Essence,mécanique,Rouge Elixir,5,5,12 mois,,SPOTICAR,non,,5 CV,100 ch,1,115 g/kmB,5.1 l/100km,EURO6
29,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,33190,76,2019,28/04/2019,non requis,74 513 Km,Essence,automatique,Blanc,5,5,3 mois,,,non,,7 CV,130 ch,1,,,EURO6
30,PEUGEOT 308 (2E GENERATION) AFFAIRE,II (2) AFFAIRE 1.5 BLUEHDI 100 S&S PREMIUM PACK,16940,81,2020,31/12/2020,non requis,22 380 Km,Diesel,mécanique,Blanc Banquise,5,2,12 mois,,SPOTICAR,non,,5 CV,100 ch,2,97 g/kmA,3.7 l/100km,EURO6
31,PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT LINE EAT8,26600,81,2020,18/06/2020,non requis,157 428 Km,Diesel,automatique,Gris Amazonite (M),5,5,12 mois,,SPOTICAR,non,,9 CV,180 ch,2,124 g/kmC,4.8 l/100km,EURO6
32,PEUGEOT 206,(2) 1.1 POP ART CLIM 5P,1630,95,2002,30/06/2002,requis,266 451 Km,Essence,mécanique,orange opaque (verni sans reflet),5,5,,,,non,7,4 CV,60 ch,3,148 g/kmD,5 l/100km,EURO3
33,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE BVM6,24280,67,2023,30/06/2023,non requis,1 130 Km,Essence,mécanique,Rouge Elixir,5,5,12 mois,,SPOTICAR,non,,5 CV,100 ch,1,115 g/kmB,5.1 l/100km,EURO6
34,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,33190,76,2019,28/04/2019,non requis,74 513 Km,Essence,automatique,Blanc,5,5,3 mois,,,non,,7 CV,130 ch,1,,,EURO6
35,PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS EAT8,21040,44,2021,19/11/2021,non requis,85 375 Km,Diesel,automatique,GRIS FONCE METAL,5,5,6 mois,,,non,,6 CV,130 ch,2,,,EURO6
36,PEUGEOT EXPERT 3 FOURGON,III ELECTRIQUE 50 KWH COMPACT URBAN,48510,74,2023,29/10/2023,non requis,118 Km,Electrique,automatique,Gris,4,3,24 mois,,,oui,1,9 CV,78 ch,0,0 g/kmA,,EURO6
37,PEUGEOT 3008 (2E GENERATION),PURETECH 130CH S&S EAT8 ACTIVE PACK,30130,91,2022,23/12/2022,non requis,44 243 Km,Essence,automatique,Blanc,5,,12 mois,,SPOTICAR,non,,7 CV,131 ch,,156 g/kmD,,
38,PEUGEOT 308 (2E GENERATION),II 1.2 PURETECH S&S 110 STYLE,13420,31,2016,14/07/2016,requis,104 414 Km,Essence,mécanique,GRIS,5,5,12 mois,,,non,,5 CV,110 ch,1,105 g/kmB,4 l/100km,EURO6
39,PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,19640,56,2020,27/06/2020,non requis,88 653 Km,Diesel,mécanique,Noir Perla Nera,5,5,12 mois,,SPOTICAR,oui,,6 CV,130 ch,2,92 g/kmA,3.5 l/100km,EURO6
40,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S EAT8 STYLE,32170,56,2023,31/03/2023,non requis,11 091 Km,Essence,automatique,Gris Platinium (M),5,5,12 mois,,SPOTICAR,oui,,7 CV,130 ch,1,133 g/kmC,5.9 l/100km,EURO6
41,PEUGEOT 508 (2E GENERATION) SW,II SW HYBRID 225 GT 10CV E-EAT8,55180,56,2023,16/02/2023,non requis,7 720 Km,Hybride essence électrique,automatique,Blanc Nacré (N),5,5,12 mois,en cours,SPOTICAR,oui,,10 CV,225 ch,1,34 g/kmA,1.5 l/100km,EURO6
42,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,23980,56,2022,31/12/2022,non requis,43 738 Km,Essence,mécanique,Gris Artense,5,5,12 mois,en cours,SPOTICAR,oui,,5 CV,100 ch,1,118 g/kmB,5.3 l/100km,EURO6
43,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,33300,56,2023,06/03/2023,non requis,10 351 Km,Essence,automatique,Gris Artense (M),5,5,12 mois,,SPOTICAR,oui,,7 CV,130 ch,1,133 g/kmC,5.9 l/100km,EURO6
44,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE,25320,56,2023,02/09/2023,non requis,7 755 Km,Essence,mécanique,Gris Artense,5,5,12 mois,,SPOTICAR,oui,,5 CV,100 ch,1,115 g/kmB,5.1 l/100km,EURO6
45,PEUGEOT 206+,1.4 HDI 70 TRENDY 5P,7200,35,2011,21/01/2012,requis,147 510 Km,Diesel,mécanique,BLANC,5,,3 mois,,,non,,4 CV,70 ch,3,110 g/kmB,,EURO4
46,PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT EAT8,32760,33,2023,30/07/2023,non requis,24 464 Km,Diesel,automatique,blanc,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,2,125 g/kmC,4.8 l/100km,EURO6
47,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE EAT8,27810,33,2023,22/01/2024,non requis,18 668 Km,Essence,automatique,rouge,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,122 g/kmC,5.4 l/100km,EURO6
48,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ALLURE,19330,31,2022,13/07/2022,non requis,58 046 Km,Diesel,mécanique,gris clair,5,5,,en cours,,oui,1,5 CV,102 ch,2,107 g/kmB,4.1 l/100km,EURO6
49,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT LINE EAT8,32810,33,2021,07/12/2021,non requis,40 793 Km,Essence,automatique,noir,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,1,139 g/kmC,6.1 l/100km,EURO6
50,PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,47950,59,2023,10/09/2023,non requis,12 Km,Diesel,mécanique,bleu,5,7,12 mois,,SPOTICAR,oui,1,7 CV,130 ch,2,133 g/kmC,5.1 l/100km,EURO6
51,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE EAT8,27810,33,2023,22/01/2024,non requis,18 668 Km,Essence,automatique,rouge,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,122 g/kmC,5.4 l/100km,EURO6
52,PEUGEOT 508 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT EAT8,40930,11,2023,19/03/2023,non requis,8 541 Km,Diesel,automatique,blanc,5,5,12 mois,,,oui,1,7 CV,131 ch,2,122 g/kmC,4.6 l/100km,EURO6
53,PEUGEOT 3008 (2E GENERATION),ALLURE 1.5 BLUEHDI START/STOP 130CH AUTOMATIQUE,32290,77,2021,05/12/2021,non requis,92 145 Km,Diesel,automatique,gris,5,,12 mois,,,non,,7 CV,130 ch,,98 g/kmA,,
54,PEUGEOT 3008 (2E GENERATION),ALLURE 1.2 PURETECH S&S 130CH AUTOMATIQUE,29110,77,2020,06/10/2020,non requis,48 618 Km,Essence,automatique,noir,5,,12 mois,,,non,,7 CV,130 ch,,115 g/kmB,,
55,PEUGEOT 308 CC,(2) CC 1.6 VTI 120 SPORT PACK,14110,44,2014,20/10/2014,requis,43 608 Km,Essence,mécanique,noir,2,4,6 mois,,SPOTICAR,oui,1,7 CV,120 ch,1,155 g/kmD,5.3 l/100km,EURO5
56,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE EAT8,26980,59,2023,22/10/2023,non requis,11 Km,Essence,automatique,bleu,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,121 g/kmC,5.4 l/100km,EURO6
57,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S EAT8 ALLURE PACK,29360,94,2023,26/03/2023,non requis,9 874 Km,Essence,automatique,noir,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,122 g/kmC,5.4 l/100km,EURO6
58,PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,12600,78,2020,04/09/2020,non requis,77 168 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,108 g/kmB,4.7 l/100km,EURO6
59,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ACTIVE BUSINESS EAT8,25410,44,2020,25/07/2020,non requis,51 917 Km,Essence,automatique,gris,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,1,109 g/kmB,5.1 l/100km,EURO6
60,PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,15510,78,2021,10/07/2021,non requis,28 405 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,131 g/kmC,,EURO6
61,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK BVM6,29740,59,2023,03/02/2023,non requis,12 Km,Essence,mécanique,bleu,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,115 g/kmB,5.1 l/100km,EURO6
62,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT PACK EAT8,26990,59,2022,07/03/2022,non requis,6 373 Km,Essence,automatique,jaune,5,5,12 mois,en cours,SPOTICAR,non,2,5 CV,101 ch,1,124 g/kmC,5.5 l/100km,EURO6
63,PEUGEOT 2008,1.6 VTI 120 FELINE TITANE,12720,78,2016,22/12/2016,requis,92 983 Km,Essence,mécanique,noir,5,5,8 mois,,SPOTICAR,non,2,7 CV,120 ch,1,135 g/kmC,4.8 l/100km,EURO5
64,PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,15510,78,2021,10/07/2021,non requis,28 405 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,131 g/kmC,,EURO6
65,PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,46000,59,2023,10/02/2023,non requis,12 Km,Diesel,mécanique,gris,5,7,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,2,134 g/kmC,5.1 l/100km,EURO6
66,PEUGEOT 2008,(2) 1.5 BLUEHDI 100 S&S ALLURE BUSINESS E6,15440,35,2019,14/08/2019,non requis,115 668 Km,Diesel,mécanique,rouge foncé,5,5,12 mois,,SPOTICAR,oui,1,5 CV,102 ch,2,97 g/kmA,3.7 l/100km,EURO6
67,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,19930,69,2022,20/02/2022,non requis,60 648 Km,Essence,mécanique,gris foncé,5,5,12 mois,en cours,,oui,1,5 CV,101 ch,1,118 g/kmB,5.3 l/100km,EURO6
68,PEUGEOT 308 (2E GENERATION),II (2) 1.6 THP 205 S&S GT,16940,77,2016,15/11/2016,requis,79 394 Km,Essence,mécanique,bleu metal,5,5,12 mois,,,non,2,11 CV,205 ch,1,130 g/kmC,4.6 l/100km,EURO6
69,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV ACTIVE BUSINESS EAT8,30140,59,2021,03/08/2021,non requis,43 618 Km,Diesel,automatique,rouge,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,2,135 g/kmC,5.1 l/100km,EURO6
70,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK EAT8 2022,32740,33,2022,08/12/2022,non requis,26 976 Km,Essence,automatique,bleu,5,5,12 mois,en cours,SPOTICAR,oui,1,7 CV,131 ch,1,136 g/kmC,6 l/100km,EURO6
71,PEUGEOT 3008 (2E GENERATION),II 1.6 PURETECH 180 S&S GT LINE EAT8,35240,33,2020,11/02/2020,non requis,34 133 Km,Essence,automatique,bleu,5,5,12 mois,,SPOTICAR,non,2,10 CV,181 ch,1,128 g/kmC,5.6 l/100km,EURO6
72,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE,26890,69,2019,11/06/2019,non requis,83 028 Km,Diesel,mécanique,noir,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,2,106 g/kmB,4.2 l/100km,EURO6
73,PEUGEOT PARTNER 2 TEPEE,II ELECTRIQUE ACTIVE,21120,35,2019,03/12/2019,non requis,23 419 Km,Electrique,automatique,blanc,5,5,12 mois,,SPOTICAR,oui,1,1 CV,67 ch,0,0 g/kmA,,EURO6
74,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,30610,31,2020,23/09/2020,non requis,91 229 Km,Diesel,automatique,gris,5,5,12 mois,,SPOTICAR,non,2,6 CV,131 ch,2,102 g/kmB,4 l/100km,EURO6
75,PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK EAT8,46000,11,2023,12/02/2023,non requis,6 608 Km,Diesel,automatique,gris clair,5,7,12 mois,,,oui,1,7 CV,131 ch,2,140 g/kmC,5.3 l/100km,EURO6
76,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S 6CV GT LINE EAT6 5P,20380,40,2020,29/09/2020,non requis,43 625 Km,Essence,automatique,ROUGE ELIXIR,5,5,12 mois,,SPOTICAR,oui,,6 CV,110 ch,1,112 g/kmB,4.9 l/100km,EURO6
77,PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.6 BLUEHDI 120 S&S ACTIVE BUSINESS EAT6,16570,59,2018,23/07/2018,requis,75 560 Km,Diesel,automatique,blanc,5,2,12 mois,,SPOTICAR,oui,1,6 CV,120 ch,2,99 g/kmA,3.5 l/100km,EURO6
78,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE,21650,59,2021,17/01/2022,non requis,24 698 Km,Essence,mécanique,jaune,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,123 g/kmC,5.4 l/100km,EURO6
79,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ALLURE EAT6 5P,20360,76,2018,27/12/2018,requis,31 848 Km,Essence,automatique,gris,5,5,12 mois,,SPOTICAR,oui,1,5 CV,110 ch,1,104 g/kmB,3.8 l/100km,EURO6
80,PEUGEOT BIPPER,117 L1 1.3 HDI FAP 75 PACK CD CLIM PLUS,8830,63,2016,12/08/2016,requis,97 104 Km,Diesel,mécanique,BLANC,4,2,6 mois,,,non,,5 CV,75 ch,2,119 g/kmB,4.3 l/100km,EURO5
81,PEUGEOT 5008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S ALLURE BUSINESS EAT6,26540,01,2018,25/12/2018,requis,107 920 Km,Diesel,automatique,Blanc Banquise (O),5,7,6 mois,,,oui,,6 CV,120 ch,2,112 g/kmB,4.3 l/100km,EURO6
82,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE,21640,33,2021,27/04/2021,non requis,25 152 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,123 g/kmC,5.4 l/100km,EURO6
83,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,21220,87,2021,03/06/2021,non requis,37 999 Km,Diesel,mécanique,blanc banquise,5,5,12 mois,,SPOTICAR,non,,5 CV,100 ch,2,107 g/kmB,4.1 l/100km,EURO6
84,PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,42490,59,2023,26/04/2023,non requis,11 Km,Diesel,mécanique,bleu,5,7,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,2,134 g/kmC,5.1 l/100km,EURO6
85,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,26380,27,2023,02/03/2023,non requis,13 074 Km,Diesel,mécanique,Noir Perla Nera,5,5,12 mois,,SPOTICAR,non,,5 CV,100 ch,2,106 g/kmB,4 l/100km,EURO6
86,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT LINE EAT8,27010,59,2020,25/06/2020,non requis,33 152 Km,Essence,automatique,bleu,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,97 g/kmA,4.3 l/100km,EURO6
87,PEUGEOT 2008,(2) 1.2 PURETECH 82 STYLE,13510,33,2018,07/08/2018,requis,97 632 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,non,3,4 CV,82 ch,1,114 g/kmB,4.3 l/100km,EURO6
88,PEUGEOT 5008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE,30190,93,2019,27/06/2019,non requis,77 749 Km,Diesel,mécanique,gris,5,7,12 mois,,SPOTICAR,non,2,6 CV,131 ch,2,106 g/kmB,4.2 l/100km,EURO6
89,PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT EAT6,26330,93,2017,13/07/2017,requis,154 545 Km,Diesel,automatique,gris,5,5,12 mois,,SPOTICAR,non,2,10 CV,181 ch,2,124 g/kmC,4.4 l/100km,EURO6
90,PEUGEOT 108,1.0 VTI 72 S&S STYLE 5P,13520,82,2021,21/11/2021,non requis,37 447 Km,Essence,mécanique,Blanc Lipizan,5,4,12 mois,,SPOTICAR,non,,4 CV,72 ch,1,110 g/kmB,4.9 l/100km,EURO6
91,PEUGEOT 3008 (2E GENERATION),II 1.6 THP 165 S&S ALLURE BUSINESS EAT6,27820,14,2018,29/10/2018,requis,51 388 Km,Essence,automatique,BLANC NACRE,5,5,6 mois,,,non,,9 CV,165 ch,1,129 g/kmC,5.7 l/100km,EURO6
92,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT EAT8,30360,30,2022,20/11/2022,non requis,28 877 Km,Essence,automatique,Rouge Elixir,5,5,,en cours,,non,,5 CV,100 ch,1,124 g/kmC,5.5 l/100km,EURO6
93,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ROLAND GARROS 5P,15150,77,2017,22/11/2017,requis,73 163 Km,Essence,mécanique,BLANC,5,5,12 mois,,,non,,5 CV,110 ch,1,99 g/kmA,4.3 l/100km,EURO6
94,PEUGEOT 208 GTI,(2) 1.6 THP 208 S&S GTI 3P,18370,77,2017,14/11/2017,requis,68 856 Km,Essence,mécanique,BLANC,3,5,12 mois,,,non,,11 CV,208 ch,1,125 g/kmC,5.4 l/100km,EURO6
95,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,29980,59,2021,14/07/2021,non requis,52 443 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,1,132 g/kmC,5.8 l/100km,EURO6
96,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,29980,59,2021,14/07/2021,non requis,52 443 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,1,132 g/kmC,5.8 l/100km,EURO6
