,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
32,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV GT LINE EAT8,29150,91,2020,03/08/2020,non requis,98 820 Km,Essence,automatique,Gris,5,5,12 mois,,SPOTICAR,non,3,7 CV,131 ch,1,115 g/kmB,,EURO6
33,PEUGEOT 308 (2E GENERATION),II 2.0 BLUEHDI 150 S&S GT LINE EAT6,21860,47,2017,20/11/2017,requis,113 750 Km,Diesel,automatique,Noir,5,5,12 mois,,,non,2,7 CV,150 ch,2,108 g/kmB,3.7 l/100km,EURO6
34,PEUGEOT 2008,(2) 1.2 PURETECH 130 S&S SIGNATURE EAT6,21690,74,2020,26/05/2020,non requis,54 106 Km,Essence,automatique,Blanc,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,1,108 g/kmB,5 l/100km,EURO6
35,PEUGEOT 3008,1.6 HDI 112 FAP ACTIVE,9580,85,2012,20/08/2012,requis,160 560 Km,Diesel,mécanique,Marron métal,5,5,12 mois,,,non,,6 CV,111 ch,2,130 g/kmC,5.2 l/100km,EURO5
36,PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT LINE,18850,95,2020,31/01/2021,non requis,106 560 Km,Diesel,mécanique,rouge metal,5,5,12 mois,,,oui,,6 CV,130 ch,2,92 g/kmA,3.7 l/100km,EURO6
37,PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 6CV S&S ACTIVE,25050,77,2022,19/03/2022,non requis,45 980 Km,Diesel,mécanique,KCA GRIS ARTENSE METALLI,5,5,12 mois,en cours,SPOTICAR,non,,6 CV,110 ch,2,116 g/kmB,4.4 l/100km,EURO6
38,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 75 S&S ACTIVE,19780,77,2023,24/02/2023,non requis,8 783 Km,Essence,mécanique,gris artense,5,5,12 mois,,SPOTICAR,non,,4 CV,75 ch,1,119 g/kmB,5.3 l/100km,EURO6
39,PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 EAT8 S&S ROADTRIP,26890,77,2021,01/05/2021,non requis,35 674 Km,Diesel,automatique,BLEU VERTIGO,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,121 g/kmC,4.6 l/100km,EURO6
40,PEUGEOT 2008,1.2 PURETECH 110 S&S ALLURE,15510,44,2016,26/11/2016,requis,82 800 Km,Essence,mécanique,NOIR,5,5,6 mois,,,non,,5 CV,110 ch,1,103 g/kmB,4.4 l/100km,EURO5
41,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ROLAND GARROS 5P,17580,21,2018,02/11/2018,requis,41 962 Km,Essence,mécanique,Noir Perla Nera,5,5,,,,non,,5 CV,110 ch,1,99 g/kmA,4.3 l/100km,EURO6
42,PEUGEOT 3008,(2) 1.6 BLUEHDI 120 S&S STYLE,13360,14,2016,30/01/2017,requis,111 146 Km,Diesel,mécanique,GRIS F,5,5,3 mois,,,non,,6 CV,120 ch,2,108 g/kmB,4.1 l/100km,EURO6
43,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK MY21,22000,78,2023,03/01/2024,non requis,32 500 Km,Essence,mécanique,NOIR PERLA,5,5,12 mois,,SPOTICAR,oui,,5 CV,100 ch,1,118 g/kmB,5.3 l/100km,EURO6
44,PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV ALLURE EAT8,34780,91,2023,03/06/2023,non requis,580 Km,Diesel,automatique,Gris,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,2,125 g/kmC,5 l/100km,EURO6
45,PEUGEOT 3008 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S GT,34430,81,2021,26/08/2021,non requis,30 078 Km,Essence,mécanique,Noir Perla Nera (M),5,5,12 mois,en cours,SPOTICAR,non,,7 CV,130 ch,1,141 g/kmD,6.3 l/100km,EURO6
46,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE,27950,81,2022,02/05/2022,non requis,50 269 Km,Essence,mécanique,Gris Artense (M),5,5,12 mois,en cours,SPOTICAR,non,,7 CV,130 ch,1,126 g/kmC,5.6 l/100km,EURO6
47,PEUGEOT PARTNER 2 FOURGON,II (2) 1.6 BLUEHDI 100 CABINE APPROFONDIE LONG PRO,14260,28,2019,27/02/2019,non requis,170 265 Km,Diesel,mécanique,BLANC,4,5,6 mois,,,non,,5 CV,100 ch,2,113 g/kmB,,EURO6
48,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV GT LINE,28030,91,2021,06/12/2021,non requis,8 795 Km,Essence,mécanique,Rouge,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,1,132 g/kmC,5.8 l/100km,EURO6
49,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS EAT8,26890,44,2020,18/05/2020,non requis,66 825 Km,Diesel,automatique,GRIS METAL,5,5,6 mois,,,non,,6 CV,130 ch,2,102 g/kmB,4 l/100km,EURO6
50,PEUGEOT 308 (2E GENERATION),II (2) 2.0 BLUEHDI 180 S&S GT EAT8,20690,78,2020,31/12/2020,non requis,108 673 Km,Diesel,automatique,Blanc Nacré,5,5,12 mois,,SPOTICAR,oui,,9 CV,180 ch,2,116 g/kmB,4.4 l/100km,EURO6
51,PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S CROSSWAY,23850,40,2018,26/11/2018,requis,69 100 Km,Essence,mécanique,Gris,5,5,12 mois,,,non,2,7 CV,130 ch,1,124 g/kmC,5.5 l/100km,EURO6
52,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ALLURE PACK,20650,77,2022,08/09/2022,non requis,34 397 Km,Diesel,mécanique,BLEU VERTIGO,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,100 ch,2,107 g/kmB,4.1 l/100km,EURO6
53,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT,30430,77,2023,02/06/2023,non requis,11 731 Km,Essence,mécanique,gris artense,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,1,124 g/kmC,5.5 l/100km,EURO6
54,PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE PACK EAT8,35380,77,2022,07/01/2023,non requis,32 441 Km,Diesel,automatique,NOIR PERLA NERA,5,5,12 mois,en cours,SPOTICAR,non,,7 CV,130 ch,2,136 g/kmC,5.2 l/100km,EURO6
55,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV GT LINE EAT8,35130,77,2021,19/10/2021,non requis,34 542 Km,Diesel,automatique,GRIS HURRICANE,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,135 g/kmC,5.2 l/100km,EURO6
56,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,29980,77,2019,03/11/2019,non requis,106 849 Km,Diesel,automatique,Blanc Nacré,5,5,12 mois,,Occasions du Lion PREMIUM,non,,6 CV,130 ch,2,101 g/kmB,4 l/100km,EURO6
57,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,22020,24,2022,13/04/2022,non requis,43 658 Km,Essence,mécanique,GRIS FONCE,5,5,12 mois,en cours,,oui,1,5 CV,101 ch,1,118 g/kmB,5.3 l/100km,EURO6
58,PEUGEOT BOXER 2,II (2) FOURGON TOLE 2.2 BLUEHDI S&S 140 PREMIUM 335 L2H2,35380,44,2021,09/01/2022,non requis,31 790 Km,Diesel,mécanique,blanc,4,3,12 mois,,SPOTICAR,non,2,7 CV,140 ch,2,244 g/kmF,,EURO6
59,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 75 S&S ACTIVE BUSINESS,18120,44,2021,16/07/2021,non requis,25 747 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,non,2,4 CV,75 ch,1,123 g/kmC,5.2 l/100km,EURO6
60,PEUGEOT 108,1.0 VTI 72 S&S TOP! COLLECTION 5P,16180,84,2021,16/09/2021,non requis,24 802 Km,Essence,mécanique,noir,5,4,,,,non,,4 CV,72 ch,1,112 g/kmB,4.9 l/100km,EURO6
61,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK EAT8,30230,59,2022,18/10/2022,non requis,51 384 Km,Essence,automatique,gris,5,5,12 mois,en cours,SPOTICAR,oui,1,7 CV,131 ch,1,136 g/kmC,6 l/100km,EURO6
62,PEUGEOT 308 (3E GENERATION),III 1.2 PURETECH 130 S&S GT PACK EAT8,37790,93,2023,26/05/2023,non requis,25 209 Km,Essence,automatique,vert,5,5,12 mois,,SPOTICAR,oui,1,7 CV,130 ch,1,127 g/kmC,5.6 l/100km,EURO6
63,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,18880,76,2022,23/10/2022,non requis,50 594 Km,Diesel,mécanique,jaune,5,5,12 mois,en cours,SPOTICAR,oui,1,5 CV,102 ch,2,106 g/kmB,4 l/100km,EURO6
64,PEUGEOT 108,1.0 VTI 72 S&S TOP! COLLECTION 5P,16180,84,2021,16/09/2021,non requis,24 802 Km,Essence,mécanique,noir,5,4,,,,non,,4 CV,72 ch,1,112 g/kmB,4.9 l/100km,EURO6
65,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK EAT8,30230,59,2022,18/10/2022,non requis,51 384 Km,Essence,automatique,gris,5,5,12 mois,en cours,SPOTICAR,oui,1,7 CV,131 ch,1,136 g/kmC,6 l/100km,EURO6
66,PEUGEOT 308 (3E GENERATION),III 1.2 PURETECH 130 S&S GT PACK EAT8,37790,93,2023,26/05/2023,non requis,25 209 Km,Essence,automatique,vert,5,5,12 mois,,SPOTICAR,oui,1,7 CV,130 ch,1,127 g/kmC,5.6 l/100km,EURO6
67,PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,18880,76,2022,23/10/2022,non requis,50 594 Km,Diesel,mécanique,jaune,5,5,12 mois,en cours,SPOTICAR,oui,1,5 CV,102 ch,2,106 g/kmB,4 l/100km,EURO6
68,PEUGEOT EXPERT 3 FOURGON,III 1.6 BLUEHDI 115 S&S STANDARD PREMIUM,23980,03,2017,09/01/2018,requis,151 320 Km,Diesel,mécanique,gris foncé,4,3,,,,non,2,5 CV,116 ch,2,137 g/kmC,5 l/100km,EURO6
69,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT LINE,22300,31,2021,08/09/2021,non requis,28 118 Km,Essence,mécanique,noir,5,5,12 mois,,SPOTICAR,non,2,5 CV,101 ch,1,126 g/kmC,5.6 l/100km,EURO6
70,PEUGEOT 208,(2) 1.2 PURETECH 110 S&S FELINE 5P,14410,78,2019,27/02/2019,non requis,78 903 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,non,3,5 CV,110 ch,1,99 g/kmA,3.7 l/100km,EURO6
71,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE BUSINESS EAT8,29360,44,2020,02/10/2020,non requis,113 338 Km,Diesel,automatique,blanc,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,2,98 g/kmA,4 l/100km,EURO6
72,PEUGEOT 308 (2E GENERATION) SW,II SW 2.0 BLUEHDI 180 S&S GT EAT6,14830,59,2016,04/07/2016,requis,173 121 Km,Diesel,automatique,noir,5,5,6 mois,,SPOTICAR,non,2,9 CV,181 ch,2,107 g/kmB,3.7 l/100km,EURO6
73,PEUGEOT 508 (2E GENERATION) SW PSE,II SW 1.6 HYBRID4 360 PSE E-EAT8,62520,69,2022,27/12/2022,non requis,29 542 Km,Hybride essence électrique,automatique,gris,5,5,12 mois,en cours,SPOTICAR,oui,1,11 CV,200 ch,1,46 g/kmA,2 l/100km,EURO6
74,PEUGEOT 108,1.0 VTI 72 TOP! COLLECTION 5P E6,12640,59,2019,20/04/2019,non requis,43 051 Km,Essence,mécanique,gris,5,4,12 mois,,SPOTICAR,non,2,4 CV,72 ch,1,93 g/kmA,4.1 l/100km,EURO6
75,PEUGEOT EXPERT 3 FOURGON,III 2.0 BLUEHDI 120 S&S STANDARD ASPHALT,35440,69,2022,08/01/2023,non requis,119 Km,Diesel,mécanique,blanc,4,3,12 mois,en cours,SPOTICAR,oui,1,7 CV,122 ch,2,189 g/kmE,,EURO6
76,PEUGEOT 2008,(2) 1.5 BLUEHDI 100 ALLURE E6,16860,59,2019,22/08/2019,non requis,77 798 Km,Diesel,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,5 CV,102 ch,2,97 g/kmA,4 l/100km,EURO6
77,PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,14360,78,2020,12/01/2021,non requis,59 915 Km,Essence,mécanique,bleu,5,5,12 mois,,SPOTICAR,non,3,4 CV,83 ch,1,108 g/kmB,4.4 l/100km,EURO6
78,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 100 S&S 5CV ACTIVE,23310,33,2021,12/12/2021,non requis,40 926 Km,Essence,mécanique,orange,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,124 g/kmC,5.5 l/100km,EURO6
79,PEUGEOT 3008 (2E GENERATION),II HYBRID4 300 GT E-EAT8,42900,11,2021,06/01/2022,non requis,29 530 Km,Hybride essence électrique,automatique,noir,5,5,12 mois,,,oui,1,9 CV,200 ch,1,33 g/kmA,,EURO6
80,PEUGEOT 508 (2E GENERATION) SW,II SW HYBRID 225 GT E-EAT8,36730,69,2021,21/07/2021,non requis,22 575 Km,Hybride essence électrique,automatique,BLANC,5,5,12 mois,,,non,,8 CV,225 ch,1,34 g/kmA,,EURO6
81,PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 155 S&S GT PACK EAT8,34490,77,2022,16/01/2023,non requis,17 250 Km,Essence,automatique,BLANC,5,5,,en cours,,oui,,8 CV,155 ch,1,140 g/kmC,6.2 l/100km,EURO6
82,PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S ALLURE,26430,69,2022,27/08/2022,non requis,28 386 Km,Diesel,mécanique,gris,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,110 ch,2,117 g/kmB,4.4 l/100km,EURO6
83,PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,16500,84,2020,24/07/2020,non requis,83 038 Km,Essence,mécanique,noir,5,5,,,,non,,4 CV,83 ch,1,108 g/kmB,4.4 l/100km,EURO6
84,PEUGEOT BIPPER,1.3 HDI STANDARD PREMIUM,11110,69,2019,02/12/2019,non requis,64 639 Km,Diesel,mécanique,blanc,4,2,8 mois,,SPOTICAR,oui,1,5 CV,80 ch,2,115 g/kmB,3.7 l/100km,EURO6
85,PEUGEOT 3008 (2E GENERATION),II 1.6 THP 165 S&S GT LINE EAT6,26290,87,2018,11/04/2018,requis,87 571 Km,Essence,automatique,Noir,5,5,12 mois,,Hyundai Promise,non,,9 CV,165 ch,1,129 g/kmC,5.7 l/100km,EURO6
86,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 75 S&S STYLE,18880,13,2022,14/06/2022,non requis,7 350 Km,Essence,mécanique,jaune,5,5,12 mois,en cours,SPOTICAR,oui,1,4 CV,75 ch,1,119 g/kmB,5.3 l/100km,EURO6
87,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 75 S&S ACTIVE,20040,76,2021,08/09/2021,non requis,36 134 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,4 CV,75 ch,1,123 g/kmC,5.4 l/100km,EURO6
88,PEUGEOT 108,1.0 VTI 72 S&S STYLE 5P,15290,82,2021,01/11/2021,non requis,41 767 Km,Essence,mécanique,Blanc Lipizan,5,4,12 mois,,SPOTICAR,non,,4 CV,72 ch,1,110 g/kmB,4.9 l/100km,EURO6
89,PEUGEOT 108,1.0 VTI 72 S&S STYLE 5P,14170,82,2021,14/08/2021,non requis,26 862 Km,Essence,mécanique,Blanc Lipizan,5,4,12 mois,,SPOTICAR,non,,4 CV,72 ch,1,110 g/kmB,4.9 l/100km,EURO6
90,PEUGEOT 108,1.0 VTI 72 S&S STYLE 5P,17770,82,2022,24/01/2023,non requis,2 438 Km,Essence,mécanique,Blanc Lipizan,5,4,12 mois,en cours,SPOTICAR,non,,4 CV,72 ch,1,109 g/kmB,4.8 l/100km,EURO6
91,PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,25740,27,2022,13/08/2022,non requis,11 946 Km,Essence,mécanique,Gris Artense,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,100 ch,1,120 g/kmB,5.3 l/100km,EURO6
92,PEUGEOT 308 (3E GENERATION) SW,III SW 1.6 PHEV 225 GT PACK E-EAT8,53670,27,2023,20/07/2023,non requis,3 251 Km,Hybride essence électrique,automatique,Blanc Nacré,5,5,12 mois,,SPOTICAR,non,,10 CV,225 ch,1,26 g/kmA,,EURO6
93,PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV ALLURE PACK EAT8,43060,31,2023,10/03/2023,non requis,11 275 Km,Diesel,automatique,Bleu,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,135 g/kmC,5.1 l/100km,EURO6
94,PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE,24270,91,2020,22/06/2020,non requis,50 647 Km,Diesel,mécanique,Bleu Magnetic (M),5,5,6 mois,,,oui,,6 CV,130 ch,2,106 g/kmB,4 l/100km,EURO6
