,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
10,CITROEN C3 AIRCROSS,1.6 BLUEHDI 120 S&S SHINE BV6,18670,69,2018,28/11/2018,requis,97 075 Km,Diesel,mécanique,beige,5,5,8 mois,,SPOTICAR,oui,2,6 CV,120 ch,2,107 g/kmB,3.8 l/100km,EURO6
11,CITROEN C3 ENTREPRISE (3E GENERATION),III ENTREPRISE 1.6 BLUEHDI 75 S&S FEEL NAV,7460,30,2019,16/01/2020,non requis,149 800 Km,Diesel,mécanique,Blanc,5,2,12 mois,,,non,,4 CV,75 ch,2,97 g/kmA,3.8 l/100km,EURO6
12,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S EAT8 SHINE PACK,42460,40,2023,16/06/2023,non requis,4 709 Km,Diesel,automatique,Gris Platinium,5,7,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,135 g/kmC,5.1 l/100km,EURO6
13,CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S MILLENIUM EAT6,17480,13,2016,29/03/2016,requis,76 713 Km,Essence,automatique,Blanc Banquise (O),5,5,8 mois,,SPOTICAR,non,,7 CV,131 ch,1,113 g/kmB,4.9 l/100km,EURO5
14,CITROEN C4 PICASSO 2,II 1.6 BLUEHDI 120 S&S 94G BUSINESS,14590,77,2017,24/02/2017,requis,128 880 Km,Diesel,mécanique,Blanc,5,5,6 mois,,,oui,,6 CV,120 ch,2,94 g/kmA,3.6 l/100km,EURO6
15,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S C-SERIES EAT8,34680,91,2023,08/11/2023,non requis,5 800 Km,Essence,automatique,GRIS F,5,5,24 mois,,SPOTICAR,oui,,7 CV,131 ch,1,130 g/kmC,5.8 l/100km,EURO6
16,CITROEN E-JUMPY 3 FOURGON,III CABINE APPROFONDIE XL BLUEHDI 145 S&S BVM6,36950,91,2023,07/09/2023,non requis,5 450 Km,Diesel,mécanique,GRIS F,5,6,24 mois,,SPOTICAR,non,,7 CV,145 ch,2,199 g/kmE,,EURO6
17,CITROEN C3 AIRCROSS,1.2 PURETECH 130 7CV S&S SHINE EAT6,23180,77,2021,14/03/2021,non requis,44 802 Km,Essence,automatique,GRIS ACIER,5,5,12 mois,,SPOTICAR,non,,7 CV,131 ch,1,149 g/kmD,6.6 l/100km,EURO6
18,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,18750,84,2022,23/01/2023,non requis,44 406 Km,Diesel,mécanique,BLANC BANQUISE,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,102 ch,2,111 g/kmB,4.2 l/100km,EURO6
19,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,18710,30,2022,24/07/2022,non requis,28 119 Km,Essence,mécanique,Gris,5,5,12 mois,en cours,SPOTICAR,non,,6 CV,110 ch,1,124 g/kmC,5.7 l/100km,EURO6
20,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,18390,30,2022,12/03/2022,non requis,59 669 Km,Essence,mécanique,Gris platini,5,5,12 mois,en cours,SPOTICAR,non,,6 CV,110 ch,1,124 g/kmC,5.7 l/100km,EURO6
21,CITROEN C5 AIRCROSS,1.2 PURETECH 130 S&S C-SERIES EAT8,29400,91,2021,29/05/2021,non requis,40 330 Km,Essence,automatique,Gris Foncé Métal,5,5,12 mois,,SPOTICAR,oui,,7 CV,131 ch,1,154 g/kmD,6.8 l/100km,EURO6
22,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S C-SERIES BV6,21710,77,2021,01/09/2021,non requis,20 227 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,,6 CV,110 ch,1,141 g/kmD,6.2 l/100km,EURO6
23,CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.2 PURETECH 130 S&S RIP CURL EAT8 5PL,41230,91,2022,02/07/2022,non requis,60 675 Km,Essence,automatique,Gris Foncé,5,5,12 mois,en cours,SPOTICAR,oui,,7 CV,130 ch,1,154 g/kmD,7 l/100km,EURO6
24,CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 110 S&S SHINE BV6,30760,40,2023,07/09/2023,non requis,14 681 Km,Diesel,mécanique,Noir Perla Nera,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,2,113 g/kmB,,EURO6
25,CITROEN C4 PICASSO 2,II 1.2 PURETECH 130 S&S INTENSIVE BV6,15020,78,2016,11/04/2016,requis,134 270 Km,Essence,mécanique,GRIS ALU,5,5,6 mois,,,non,,7 CV,130 ch,1,115 g/kmB,5 l/100km,EURO6
26,CITROEN C1 (2E GENERATION),II 1.0 VTI 68 FEEL ETG 5P,13530,78,2019,13/06/2019,non requis,23 100 Km,Essence,automatique,gris,5,4,12 mois,,SPOTICAR,oui,1,4 CV,69 ch,1,97 g/kmA,3.8 l/100km,EURO6
27,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S C-SERIES BV6,21070,33,2022,09/03/2022,non requis,12 362 Km,Essence,mécanique,blanc,5,5,12 mois,en cours,SPOTICAR,oui,1,6 CV,110 ch,1,124 g/kmC,5.7 l/100km,EURO6
28,CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 120 5CV S&S BVM6 CLUB BV6,38610,34,2022,19/04/2022,non requis,35 969 Km,Diesel,mécanique,blanc,4,3,12 mois,en cours,,non,,7 CV,122 ch,2,,,EURO6
29,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S C-SERIES BV6,23110,33,2022,27/11/2022,non requis,13 178 Km,Essence,mécanique,gris,5,5,12 mois,en cours,SPOTICAR,oui,1,6 CV,110 ch,1,124 g/kmC,5.7 l/100km,EURO6
30,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S EAT8 SHINE PACK,41640,69,2023,07/05/2023,non requis,4 187 Km,Diesel,automatique,gris,5,7,12 mois,,SPOTICAR,oui,1,7 CV,130 ch,2,135 g/kmC,5.1 l/100km,EURO6
31,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S SHINE,17010,69,2021,28/11/2021,non requis,22 712 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,129 g/kmC,5.7 l/100km,EURO6
32,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S EAT8 SHINE PACK,41640,69,2023,07/05/2023,non requis,4 187 Km,Diesel,automatique,gris,5,7,12 mois,,SPOTICAR,oui,1,7 CV,130 ch,2,135 g/kmC,5.1 l/100km,EURO6
33,CITROEN BERLINGO 3,III TAILLE M 650KG BLUEHDI 100 S&S CLUB,20440,69,2020,06/05/2020,non requis,69 921 Km,Diesel,mécanique,blanc,5,3,12 mois,,SPOTICAR,oui,1,5 CV,99 ch,2,111 g/kmB,4 l/100km,EURO6
34,CITROEN C5 AIRCROSS,(2) 1.6 HYBRIDE RECHARGEABLE 225 SHINE PACK E-EAT8,48860,34,2023,16/10/2023,non requis,3 450 Km,Hybride essence électrique,automatique,bleu,5,5,24 mois,,,oui,1,10 CV,181 ch,1,32 g/kmA,,EURO6
35,CITROEN BERLINGO 3,III TAILLE M 650KG BLUEHDI 100 S&S DRIVER,18770,91,2021,18/12/2021,non requis,29 917 Km,Diesel,mécanique,blanc,5,3,12 mois,,SPOTICAR,oui,1,5 CV,102 ch,2,142 g/kmD,,EURO6
36,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S SHINE,17010,69,2021,28/11/2021,non requis,22 712 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,129 g/kmC,5.7 l/100km,EURO6
37,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE EAT8,27730,42,2022,17/08/2022,non requis,22 200 Km,Essence,automatique,orange,5,5,6 mois,en cours,,non,2,7 CV,131 ch,1,131 g/kmC,5.7 l/100km,EURO6
38,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE BV6,19360,42,2020,28/02/2020,non requis,70 680 Km,Essence,mécanique,gris,5,5,6 mois,,,non,2,5 CV,110 ch,1,106 g/kmB,4.7 l/100km,EURO6
39,CITROEN C3 PICASSO,(2) 1.6 HDI 90 FAP CONFORT,8860,37,2014,08/01/2015,requis,160 506 Km,Diesel,mécanique,GRIS F,5,5,3 mois,,,non,,5 CV,92 ch,2,105 g/kmB,4 l/100km,EURO5
40,CITROEN JUMPY 3 FOURGON,III FOURGON TAILLE M BLUEHDI 180 S&S CA BUSINESS EAT6,32460,67,2019,24/12/2019,non requis,97 194 Km,Diesel,automatique,Blanc Banquise,4,6,12 mois,,SPOTICAR,oui,,7 CV,177 ch,2,155 g/kmD,5.9 l/100km,EURO6
41,CITROEN C5 AIRCROSS,1.6 HYBRID 225 SHINE E-EAT8,43380,40,2021,19/03/2021,non requis,32 433 Km,Hybride essence électrique,automatique,NOIR,5,5,6 mois,,,non,,10 CV,225 ch,1,32 g/kmA,1.4 l/100km,EURO6
42,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL,18120,33,2023,26/07/2023,non requis,7 033 Km,Essence,mécanique,Spring Blue (M) - Blanc Opale,5,5,12 mois,,SPOTICAR,oui,,4 CV,83 ch,1,122 g/kmC,5.3 l/100km,EURO6
43,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE PACK,20850,07,2022,10/05/2022,non requis,19 996 Km,Diesel,mécanique,Sable TO Noir,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,102 ch,2,112 g/kmB,4.2 l/100km,EURO6
44,CITROEN C5 AIRCROSS,1.6 PURETECH 180 S&S SHINE EAT8,29410,92,2020,05/05/2020,non requis,56 710 Km,Essence,automatique,gris,5,5,12 mois,,SPOTICAR,oui,2,10 CV,181 ch,1,128 g/kmC,5.7 l/100km,EURO6
45,CITROEN C3 ENTREPRISE (3E GENERATION),III ENTREPRISE 1.6 BLUEHDI 75 S&S FEEL NAV,11370,94,2019,28/06/2019,non requis,53 789 Km,Diesel,mécanique,blanc,5,2,12 mois,,SPOTICAR,oui,1,4 CV,75 ch,2,97 g/kmA,3.3 l/100km,EURO6
46,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S SHINE EAT8,28570,33,2020,22/02/2020,non requis,72 113 Km,Diesel,automatique,blanc,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,2,98 g/kmA,4.1 l/100km,EURO6
47,CITROEN BERLINGO 2 MULTISPACE,II (3) 1.2 PURETECH 110 S&S XTR +,19650,78,2019,31/07/2019,non requis,80 908 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,6 CV,110 ch,1,119 g/kmB,4.6 l/100km,EURO6
48,CITROEN C3 (2E GENERATION),II (2) 1.6 HDI 90 EXCLUSIVE,9820,69,2016,12/10/2016,requis,160 327 Km,Diesel,mécanique,gris,5,5,6 mois,,SPOTICAR,non,2,5 CV,93 ch,2,104 g/kmB,3.4 l/100km,EURO5
49,CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S 4CV FEEL 5P,14020,13,2022,14/06/2022,non requis,35 457 Km,Essence,mécanique,Gris,5,4,12 mois,en cours,SPOTICAR,oui,1,4 CV,72 ch,1,110 g/kmB,4.8 l/100km,EURO6
50,CITROEN C3 AIRCROSS,(2) 1.5 BLUEHDI 110 S&S C-SERIES BV6,27880,33,2022,01/08/2022,non requis,18 332 Km,Diesel,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,6 CV,110 ch,2,122 g/kmC,4.6 l/100km,EURO6
51,CITROEN C5 AIRCROSS,1.2 PURETECH 130 S&S FEEL BV6,29700,69,2020,18/11/2020,non requis,45 140 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,non,2,7 CV,131 ch,1,118 g/kmB,5.3 l/100km,EURO6
52,CITROEN JUMPY 3,III TAILLE M BLUEHDI 120 S&S CONFORT BV6,46680,42,2022,05/04/2022,non requis,27 574 Km,Diesel,mécanique,platine,4,9,12 mois,en cours,,oui,1,6 CV,120 ch,2,166 g/kmE,6.1 l/100km,EURO6
53,CITROEN BERLINGO 2 MULTISPACE,II 1.6 HDI 90 XTR,16600,30,2016,30/01/2017,requis,129 150 Km,Diesel,mécanique,gris,5,5,3 mois,,,non,,5 CV,93 ch,2,135 g/kmC,4.6 l/100km,EURO5
54,CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 SHINE,27340,74,2019,26/09/2019,non requis,21 660 Km,Diesel,mécanique,vert,5,5,6 mois,,,non,2,5 CV,102 ch,2,112 g/kmB,4.3 l/100km,EURO6
55,CITROEN JUMPER 2,II FOURGON TOLE 33 L3H3 HDI 160 CONFORT,15560,37,2010,12/06/2010,requis,203 944 Km,Diesel,mécanique,blanc,4,3,12 mois,,,non,2,10 CV,158 ch,3,246 g/kmF,8.3 l/100km,EURO4
56,CITROEN DS3,1.2 VTI 82 PURETECH SO CHIC,9420,37,2015,10/08/2015,requis,121 324 Km,Essence,mécanique,blanc,3,5,12 mois,,,non,2,4 CV,82 ch,1,107 g/kmB,4.1 l/100km,EURO6
57,CITROEN C3 AIRCROSS,1.5 BLUEHDI 110 S&S SHINE PACK BV6,26230,56,2022,26/07/2022,non requis,58 895 Km,Diesel,mécanique,Voltaic Blue (M) - Perla Nera,5,5,12 mois,en cours,SPOTICAR,oui,,6 CV,110 ch,2,124 g/kmC,4.6 l/100km,EURO6
58,CITROEN C5 AIRCROSS,(2) 1.5 BLUEHDI 130 S&S SHINE EAT8,35280,56,2023,13/09/2023,non requis,7 383 Km,Diesel,automatique,Noir Perla Nera,5,5,12 mois,,SPOTICAR,oui,,7 CV,131 ch,2,136 g/kmC,5.2 l/100km,EURO6
59,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,33570,56,2022,24/04/2022,non requis,57 072 Km,Diesel,mécanique,Bleu Tijuca,5,5,12 mois,en cours,SPOTICAR,oui,,7 CV,131 ch,2,130 g/kmC,5.2 l/100km,EURO6
60,CITROEN C4 PICASSO,1.6 HDI 110 FAP EXCLUSIVE,3440,78,2009,11/05/2009,requis,257 958 Km,Diesel,mécanique,NOIR,5,5,,,,non,,6 CV,109 ch,3,140 g/kmC,5.3 l/100km,EURO4
61,CITROEN C5 AIRCROSS,1.6 PURETECH 180 S&S SHINE PACK EAT8,39960,85,2021,28/11/2021,non requis,23 386 Km,Essence,automatique,VERT EMERAUDE,5,5,12 mois,,,non,,10 CV,181 ch,1,157 g/kmD,7.4 l/100km,EURO6
62,CITROEN C4 AIRCROSS,1.6 E-HDI 115 CONFORT 4X2 BV6,12300,59,2015,09/01/2016,requis,154 953 Km,Diesel,mécanique,gris,5,5,6 mois,,SPOTICAR,non,3,6 CV,114 ch,2,119 g/kmB,4.2 l/100km,EURO5
63,CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 S&S SHINE,29740,19,2020,26/10/2020,non requis,79 046 Km,Diesel,mécanique,gris foncé,5,5,12 mois,,,non,2,5 CV,102 ch,2,105 g/kmB,4.1 l/100km,EURO6
64,CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 S&S SHINE,29740,19,2020,26/10/2020,non requis,79 046 Km,Diesel,mécanique,gris foncé,5,5,12 mois,,,non,2,5 CV,102 ch,2,105 g/kmB,4.1 l/100km,EURO6
65,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE EAT6,21090,31,2020,30/10/2020,non requis,52 551 Km,Essence,automatique,GRIS C,5,5,6 mois,,,non,,6 CV,110 ch,1,114 g/kmB,5.7 l/100km,EURO6
66,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S FEEL BV6,28300,25,2021,29/10/2021,non requis,66 841 Km,Diesel,mécanique,Blanc,5,5,12 mois,,SPOTICAR,non,2,6 CV,131 ch,2,137 g/kmC,5.2 l/100km,EURO6
67,CITROEN C3 AIRCROSS,1.2 PURETECH 130 S&S SHINE BV6,20710,63,2020,26/06/2020,non requis,28 642 Km,Essence,mécanique,Cosmic Silver (M) - Natural White,5,5,12 mois,,Das WeltAuto. Performance,non,,7 CV,131 ch,1,115 g/kmB,5.2 l/100km,EURO6
68,CITROEN C5 AIRCROSS,1.2 PURETECH 130 S&S FEEL BV6,25360,59,2020,20/03/2020,non requis,70 481 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,7 CV,131 ch,1,118 g/kmB,5.3 l/100km,EURO6
69,CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S 4CV SHINE 5P,15370,31,2022,08/08/2022,non requis,31 232 Km,Essence,mécanique,gris,5,4,12 mois,en cours,SPOTICAR,oui,1,4 CV,72 ch,1,110 g/kmB,4.8 l/100km,EURO6
70,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S BUSINESS EAT8,26760,21,2020,06/02/2020,non requis,105 868 Km,Diesel,automatique,Gris,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,2,102 g/kmB,4.1 l/100km,EURO6
71,CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S FEEL BV6,17620,31,2018,14/11/2018,requis,80 648 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,non,3,7 CV,131 ch,1,115 g/kmB,5 l/100km,EURO6
72,CITROEN C5 (2E GENERATION),II (2) 2.0 BLUEHDI 180 S&S HYDRACTIVE EXCLUSIVE EAT6,18060,02,2016,04/05/2016,requis,69 730 Km,Diesel,automatique,Gris Aluminium,4,5,8 mois,,SPOTICAR,non,,9 CV,180 ch,2,114 g/kmB,4.4 l/100km,EURO6
73,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S C-SERIES BV6,29980,64,2023,20/09/2023,non requis,13 Km,Essence,mécanique,NOIR,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
74,CITROEN C3 AIRCROSS,1.5 BLUEHDI 120 S&S EAT6 SHINE,19020,02,2020,04/06/2020,non requis,111 111 Km,Diesel,automatique,Spicy Orange (M) - Ink Black,5,5,12 mois,,SPOTICAR,non,,6 CV,120 ch,2,102 g/kmB,4 l/100km,EURO6
75,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK EAT6,21180,25,2022,05/04/2022,non requis,12 725 Km,Essence,automatique,Noir,5,5,12 mois,en cours,SPOTICAR,oui,1,6 CV,110 ch,1,135 g/kmC,6.1 l/100km,EURO6
76,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S SHINE EAT8,26120,54,2020,24/07/2020,non requis,126 720 Km,Diesel,automatique,Blanc Banquise,5,5,12 mois,,SPOTICAR,oui,,6 CV,131 ch,2,102 g/kmB,4.1 l/100km,EURO6
77,CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 100 S&S CLUB BV6,21640,54,2020,10/07/2020,non requis,96 997 Km,Diesel,mécanique,Blanc Banquise,4,3,12 mois,,SPOTICAR,oui,,5 CV,102 ch,2,128 g/kmC,4.9 l/100km,EURO6
78,CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S FEEL BUSINESS BV6,20910,54,2022,12/10/2022,non requis,13 932 Km,Essence,mécanique,Gris Platinium (M),5,5,12 mois,en cours,SPOTICAR,oui,,6 CV,110 ch,1,129 g/kmC,5.7 l/100km,EURO6
79,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE EAT8,34960,54,2022,24/12/2022,non requis,17 662 Km,Diesel,automatique,Rouge Volcano,5,5,12 mois,en cours,SPOTICAR,non,,7 CV,131 ch,2,139 g/kmC,5.2 l/100km,EURO6
80,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE EAT6,19660,35,2020,26/02/2020,non requis,50 956 Km,Essence,automatique,Gris Platinium,5,5,12 mois,,Das WeltAuto. Performance,oui,,6 CV,110 ch,1,105 g/kmB,4.3 l/100km,EURO6
81,CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 110 S&S FEEL PACK BVM6,31140,13,2023,10/07/2023,non requis,8 082 Km,Diesel,mécanique,Brun Caramel (Nacré),5,5,24 mois,,SPOTICAR,oui,1,6 CV,110 ch,2,114 g/kmB,4.3 l/100km,EURO6
82,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S EAT8 SHINE PACK,39930,31,2023,18/06/2023,non requis,6 981 Km,Diesel,automatique,Gris,5,7,24 mois,,SPOTICAR,oui,1,7 CV,130 ch,2,135 g/kmC,5.1 l/100km,EURO6
83,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL BVM6,26160,72,2023,01/02/2023,non requis,12 Km,Essence,mécanique,ROUGE PEPPER,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
84,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL BVM6,26380,72,2023,24/10/2023,non requis,12 Km,Essence,mécanique,GRIS ACIER,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
85,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL BVM6,23080,72,2023,18/03/2023,non requis,11 Km,Essence,mécanique,GRIS ACIER,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
86,CITROEN JUMPY 3 FOURGON,III 2.0 FOURGON XL BLUEHDI 145 S&S BVM6 CLUB,38830,81,2023,21/09/2023,non requis,11 Km,Diesel,mécanique,BLANC BANQUISE,4,3,,,,non,,7 CV,145 ch,2,196 g/kmE,7.2 l/100km,EURO6
87,CITROEN C5 AIRCROSS,(2) 1.5 BLUEHDI 130 S&S SHINE PACK EAT8,44260,81,2023,09/12/2023,non requis,12 Km,Diesel,automatique,NOIR PERLA,5,5,,,,non,,7 CV,131 ch,2,136 g/kmC,5.2 l/100km,EURO6
88,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL BVM6,24840,72,2023,09/07/2023,non requis,11 Km,Essence,mécanique,GRIS ACIER,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
89,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,22920,64,2022,30/06/2022,non requis,37 154 Km,Diesel,mécanique,GRIS ACIER (M),5,5,,en cours,,non,,5 CV,102 ch,2,112 g/kmB,4.2 l/100km,EURO6
90,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S FEEL BVM6,25940,34,2023,09/10/2023,non requis,12 Km,Essence,mécanique,GRIS ACIER,5,5,,,,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
91,CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S FEEL EAT8,30400,37,2020,30/08/2020,non requis,36 477 Km,Diesel,automatique,gris,5,5,12 mois,,SPOTICAR,oui,1,6 CV,131 ch,2,102 g/kmB,4.1 l/100km,EURO6
92,CITROEN C4 SPACETOURER,1.5 BLUEHDI 130 S&S FEEL BV6,21180,54,2020,31/01/2021,non requis,50 427 Km,Diesel,mécanique,Gris,5,5,12 mois,,,non,2,6 CV,131 ch,2,105 g/kmB,4 l/100km,EURO6
93,CITROEN C3 AIRCROSS,1.5 BLUEHDI 120 S&S EAT6 SHINE,18750,85,2019,30/08/2019,non requis,115 226 Km,Diesel,automatique,Natural White (O),5,5,6 mois,,,non,,6 CV,120 ch,2,102 g/kmB,4 l/100km,EURO6
94,CITROEN C5 AIRCROSS,1.6 PURETECH 180 S&S SHINE EAT8,36890,35,2020,03/05/2020,non requis,22 788 Km,Essence,automatique,NOIR,5,5,12 mois,,,non,,10 CV,181 ch,1,128 g/kmC,5.7 l/100km,EURO6
95,CITROEN E-C4 (3E GENERATION),III E 136 (100 KW) FEEL AUTO,39550,49,2023,11/05/2023,non requis,1 243 Km,Electrique,automatique,Gris,5,5,12 mois,,SPOTICAR,oui,1,4 CV,78 ch,0,0 g/kmA,,EURO6
